name,address,country,country_name,sector,facility_type,processing_type
Test - Ocelot Cloud Amethyst,"156 MARQUIS GV SE, Calgary",CA,Canada,Medical Equipment & Services,Agricultural,Manufacturing
Test - Mustard Daisy Violet,"3319 46 AV SE, Calgary",CA,Canada,Maritime Transportation,Industrial,Recycling
Test - Cloud Spruce Daisy,"2813 36 ST SW, Calgary",CA,Canada,Paper Products,Commercial,Logistics
Test - Estuary Leopard Prairie,"1326 NEW BRIGHTON PA SE, Calgary",CA,Canada,Waste Management,Residential,Recycling
Test - Kiwi Kyanite Moss,"118 CHAPALA CL SE, Calgary",CA,Canada,Furniture,Commercial,Manufacturing
Test - Shore Moss Spruce,"63 SILVERADO PLAINS MR SW, Calgary",CA,Canada,Mining,Commercial,Recycling
Test - Forest Juniper Woods,"46 CRANSTON WY SE, Calgary",CA,Canada,Maintenance,Agricultural,Warehousing
Test - Amethyst Sequoia Heliotrope,"66 EVANSMEADE MR NW, Calgary",CA,Canada,Merchant Wholesalers,Residential,Warehousing
Test - Canyon Tundra Ravine,"23 CRANFORD PA SE, Calgary",CA,Canada,Health,Agricultural,Manufacturing
Test - Ruby Copper Indigo,"69 PANATELLA HL NW, Calgary",CA,Canada,Manufacturing,Residential,Logistics
Test - Koala Sand Spruce,"98 ROYAL BIRCH RI NW, Calgary",CA,Canada,Professional Services,Agricultural,Manufacturing
Test - Sunflower Gray Viper,"80 MACEWAN DR NW, Calgary",CA,Canada,Technical and Scientific Activities,Residential,Recycling
Test - Spruce Ridge Mustard,"3025 92 ST SE, Calgary",CA,Canada,Consumer Electronics,Residential,Manufacturing
Test - Sun Quartz Sunflower,"950 ARBOUR LAKE RD NW, Calgary",CA,Canada,Plastics,Commercial,Manufacturing
Test - Koala Rosewood Mulberry,"379 TARACOVE ESTATE DR NE, Calgary",CA,Canada,Building Construction,Residential,Warehousing
Test - Sapphire Rose Pass,"27 SKYVIEW SPRINGS CR NE, Calgary",CA,Canada,Allied Products,Industrial,Warehousing
Test - Kiwi Palm Earth,"1088 BRIGHTONCREST GR SE, Calgary",CA,Canada,Civil Engineering Construction,Agricultural,Logistics
Test - Jungle Verdant Gold,"6 ROYAL OAK MR NW, Calgary",CA,Canada,Computers,Commercial,Logistics
Test - Oasis Hickory Copper,"54 COPPERLEAF TC SE, Calgary",CA,Canada,Utilities,Commercial,Warehousing
Test - Daffodil Carmine Carmine,"1000 ABBOTSFORD DR NE, Calgary",CA,Canada,Arts,Industrial,Warehousing
Test - Hawk Daisy Xylo,"435 LUCAS BV NW, Calgary",CA,Canada,Home Textiles,Industrial,Warehousing
Test - Ivory Seal Ocelot,"109 BRIDLEWOOD LN SW, Calgary",CA,Canada,Food Industry,Residential,Recycling
Test - Koala Sunflower Emerald,"21 HARVEST OAK CI NE, Calgary",CA,Canada,Electronics,Industrial,Manufacturing
Test - Xylo Bramble Peak,"77 DISCOVERY RIDGE RD SW, Calgary",CA,Canada,Finance,Agricultural,Logistics
Test - Gorilla Dune Violet,"104 FALTON WY NE, Calgary",CA,Canada,Information,Commercial,Manufacturing
Test - Jade Teak Bright,"12623 17 ST SW, Calgary",CA,Canada,Electronic Product Manufacturing,Residential,Logistics
Test - Grove Twilight Quarry,"2336 PALISADE DR SW, Calgary",CA,Canada,Musical Instruments,Agricultural,Warehousing
Test - Aurora Kale Redwood,"180 LEGACY REACH CL SE, Calgary",CA,Canada,Home Textiles,Residential,Logistics
Test - Jasper Quarry Frost,"1538 27 AV SW, Calgary",CA,Canada,Food Industry,Agricultural,Recycling
Test - Frost Ursa Nickel,"4523 69 ST NW, Calgary",CA,Canada,Coal,Residential,Manufacturing
Test - Peach Frost Plum,"6111 4 ST NE, Calgary",CA,Canada,Home Accessories,Industrial,Warehousing
Test - Peony Hill Mulberry,"326 TUSCANY RAVINE RD NW, Calgary",CA,Canada,Rail Transportation,Commercial,Warehousing
Test - Hickory Birch Obsidian,"252 EVERWILLOW GR SW, Calgary",CA,Canada,Jewelry,Commercial,Logistics
Test - Hill Feldspar Savanna,"48 EVANSBOROUGH WY NW, Calgary",CA,Canada,Footwear,Industrial,Warehousing
Test - Periwinkle Daffodil Saffron,"401 SILVERADO RANCH MR SW, Calgary",CA,Canada,Apparel Accessories,Commercial,Recycling
Test - Foxglove Horizon Snow,"127 8 AV NW, Calgary",CA,Canada,Logging,Agricultural,Recycling
Test - Estuary Emerald Fuchsia,"124 WINCHESTER CR SW, Calgary",CA,Canada,Agriculture,Agricultural,Manufacturing
