name,address,country,country_name,sector,facility_type,processing_type
Test - Peach Hibiscus Cypress,"149 EVEROAK PA SW, Calgary",CA,Canada,Supplies Dealers,Industrial,Manufacturing
Test - Coral Ruby Boulder,"94 BRIGHTONSTONE GV SE, Calgary",CA,Canada,Furniture,Commercial,Warehousing
Test - Harbor Sun Ocelot,"254 NEW BRIGHTON LN SE, Calgary",CA,Canada,Aerospace,Residential,Manufacturing
Test - Bear Ice Redwood,"165 CHAPALINA CO SE, Calgary",CA,Canada,Quarrying,Commercial,Recycling
Test - Copper Feldspar Seal,"3737 44 ST SW, Calgary",CA,Canada,Financial Services,Agricultural,Warehousing
Test - Hazel Quartz Wisteria,"86 ROYAL MR NW, Calgary",CA,Canada,Transportation Equipment,Industrial,Recycling
Test - Ocelot Poplar Buttercup,"1701 11 ST SE, Calgary",CA,Canada,Animal Production,Agricultural,Manufacturing
Test - Charcoal Obsidian Jaguar,"173 SILVERADO RANGE VW SW, Calgary",CA,Canada,Forestry,Commercial,Manufacturing
Test - Breeze Ivory Aurora,"1632 17 AV NW, Calgary",CA,Canada,Apparel Accessories,Industrial,Recycling
Test - Wisteria Creek Ebony,"169 EVANSDALE WY NW, Calgary",CA,Canada,Renting,Commercial,Logistics
Test - Ice Azure Charcoal,"100 AUBURN GLEN HT SE, Calgary",CA,Canada,Consumer Products,Industrial,Recycling
Test - Ice Baobab Emerald,"42 ROCKBOROUGH PA NW, Calgary",CA,Canada,Food Manufacturing,Industrial,Recycling
Test - Crater Fog Desert,"26 ASPEN STONE RD SW, Calgary",CA,Canada,Machinery Manufacturing,Industrial,Manufacturing
Test - Isle Lilac Twilight,"1308 17 AV NW, Calgary",CA,Canada,Healthcare,Residential,Recycling
Test - Poplar Fog Cloud,"300 COPPERSTONE GD SE, Calgary",CA,Canada,Farming,Agricultural,Warehousing
Test - Chestnut Steppe Jade,"88 SAGE VALLEY PA NW, Calgary",CA,Canada,Home,Agricultural,Manufacturing
Test - Walnut Hazel Bronze,"183 AUBURN SOUND CI SE, Calgary",CA,Canada,Biotechnology,Industrial,Warehousing
Test - Flint Quarry Peony,"4515 6A ST NE, Calgary",CA,Canada,Aerospace,Residential,Recycling
