name,address,country,country_name,sector,facility_type,processing_type
Test - Coral Berry Cascade,"11 CRANRIDGE BA SE, Calgary",CA,Canada,Water Utilities,Commercial,Warehousing
Test - Buff Woods Cypress,"33 HAMPTONS LI NW, Calgary",CA,Canada,Electronic Product Manufacturing,Commercial,Recycling
Test - Taupe Juniper Leaf,"611 72 AV NW, Calgary",CA,Canada,Beauty Products,Agricultural,Warehousing
Test - Lightning Cave Tornado,"15 CITADEL BA NW, Calgary",CA,Canada,Coal,Industrial,Warehousing
Test - Flame Fern Chill,"128 MARTINGLEN ME NE, Calgary",CA,Canada,Gas,Agricultural,Warehousing
Test - Periwinkle Buttercup Plateau,"63 SIERRA MORENA CI SW, Calgary",CA,Canada,Computers,Agricultural,Logistics
Test - Saffron Berry Ebony,"3711 39 ST NE, Calgary",CA,Canada,Quarrying,Industrial,Manufacturing
Test - Leaf Kiwi Juniper,"288 ROWMONT BV NW, Calgary",CA,Canada,Home Furnishings,Agricultural,Logistics
Test - Moss Citrine Antelope,"200 SANDSTONE DR NW, Calgary",CA,Canada,Building Construction,Commercial,Logistics
Test - Kale Raspberry Obsidian,"89 COVEBROOK CL NE, Calgary",CA,Canada,Ground Passenger Transportation,Residential,Recycling
Test - Lemon Onyx Pine,"2814 31 ST SW, Calgary",CA,Canada,Wholesale Trade,Industrial,Manufacturing
Test - Dandelion Mulberry Foxglove,"34 TUSCANY SPRINGS BA NW, Calgary",CA,Canada,Technical Services,Agricultural,Warehousing
Test - Cedar Cliff Fuchsia,"69 CRANBERRY AV SE, Calgary",CA,Canada,Electrical Devices,Residential,Warehousing
Test - Shore Iris Ice,"121 HAWKTREE GR NW, Calgary",CA,Canada,Footwear,Commercial,Recycling
Test - Prairie Malachite Palm,"96 PUMP HILL LD SW, Calgary",CA,Canada,Food Manufacturing,Industrial,Manufacturing
Test - Myrtle Moon Tulip,"21435 SHERIFF KING ST SW, Calgary",CA,Canada,Beverages,Industrial,Manufacturing
Test - Ice Ruby Teak,"48 COLERIDGE RD NW, Calgary",CA,Canada,Home Furnishings,Commercial,Logistics
Test - Pine Tornado Buttercup,"131 TARAWOOD GV NE, Calgary",CA,Canada,Construction,Commercial,Manufacturing
Test - Alder Ice Glacier,"230 WEST GROVE PT SW, Calgary",CA,Canada,Chemicals,Industrial,Warehousing
Test - Amber Alabaster Topaz,"59 SUNCANYON PA SE, Calgary",CA,Canada,Sporting Goods,Commercial,Logistics
Test - Inlet Quartz Mustard,"5602 5 ST SW, Calgary",CA,Canada,Healthcare,Industrial,Logistics
Test - Olive Wolf Navy,"608 WOODPARK BV SW, Calgary",CA,Canada,Agriculture,Industrial,Manufacturing
Test - Lapis Pond Navy,"152 SHAWBROOKE MR SW, Calgary",CA,Canada,Air Transportation,Residential,Warehousing
Test - Emerald Echo Aspen,"63 CRANLEIGH GD SE, Calgary",CA,Canada,Professional Services,Commercial,Recycling
Test - Hawthorn Jaguar Hemlock,"169 SANDALWOOD CL NW, Calgary",CA,Canada,Maritime Transportation,Agricultural,Warehousing
Test - Storm Light Aspen,"691 ERIN WOODS DR SE, Calgary",CA,Canada,Archives,Commercial,Manufacturing
Test - Tiger Plum Charcoal,"1728 1 AV NW, Calgary",CA,Canada,Metal Manufacturing,Agricultural,Recycling
Test - Burgundy Fern Meadow,"32 SPRINGBLUFF LN SW, Calgary",CA,Canada,Wood Products,Agricultural,Logistics
Test - Mountain Inlet Ice,"8 EDGEBROOK PT NW, Calgary",CA,Canada,Arts,Residential,Recycling
Test - Malachite River Gale,"120 COUGARSTONE SQ SW, Calgary",CA,Canada,Renewable Energy,Residential,Logistics
Test - Burgundy Rosewood Sassafras,"82 ELGIN PARK RD SE, Calgary",CA,Canada,Nondurable Goods,Commercial,Recycling
Test - Cave Jade Gorilla,"112 CREEKSTONE LD SW, Calgary",CA,Canada,Food Industry,Agricultural,Manufacturing
Test - Jasper Mulberry Boulder,"329 13 ST NW, Calgary",CA,Canada,Waste Management,Commercial,Recycling
Test - Zircon Geranium Fire,"63 AUTUMN VW SE, Calgary",CA,Canada,Chemicals,Commercial,Logistics
Test - Cascade Light Breeze,"135 MAGNOLIA WY SE, Calgary",CA,Canada,Garden Tools,Agricultural,Manufacturing
Test - Storm Kiwi Lilac,"156 DOUGLAS WOODS TC SE, Calgary",CA,Canada,Entertainment,Commercial,Warehousing
Test - Iris Grove Taupe,"163 ABINGER CR NE, Calgary",CA,Canada,Beauty Products,Industrial,Warehousing
Test - Star Ocelot Sapphire,"145 SCENIC VIEW BA NW, Calgary",CA,Canada,Hospitals,Industrial,Logistics
Test - Violet Fawn Grove,"8 SHANNON HL SW, Calgary",CA,Canada,Energy Production & Utilities,Agricultural,Recycling
Test - Creek Savanna Antelope,"34 SAGE VALLEY MR NW, Calgary",CA,Canada,Renewable Energy,Residential,Recycling
Test - Chill Grove Narwhal,"155 CEDARWOOD LN SW, Calgary",CA,Canada,Finance,Agricultural,Warehousing
Test - Raspberry Feldspar Amaranth,"4419 17 AV NW, Calgary",CA,Canada,Gas,Industrial,Recycling
Test - Quarry Redwood Estuary,"17 DOUGLASBANK WY SE, Calgary",CA,Canada,Pharmaceuticals,Industrial,Warehousing
Test - Berry Tulip Moon,"106 WALGROVE BA SE, Calgary",CA,Canada,Renewable Energy,Industrial,Logistics
Test - Raspberry Wisteria Flame,"7 SAN DIEGO MR NE, Calgary",CA,Canada,Books,Agricultural,Recycling
Test - Palm Topaz Hawthorn,"120 RUNDLEFIELD CL NE, Calgary",CA,Canada,Utilities,Residential,Logistics
Test - Poplar Rosewood Flame,"52 SOMERVALE CL SW, Calgary",CA,Canada,Utilities,Industrial,Manufacturing
Test - Teak Aspen Ultramarine,"665 CORAL SPRINGS BV NE, Calgary",CA,Canada,Transportation Equipment,Commercial,Manufacturing
Test - Palm Blaze Harsh,"227 PENWORTH DR SE, Calgary",CA,Canada,Waste Management,Industrial,Manufacturing
Test - Inlet Quartz Coral,"346 EVERGLEN RI SW, Calgary",CA,Canada,Merchant Wholesalers,Commercial,Recycling
Test - Palm Olive Rosewood,"8064 MASTERS BV SE, Calgary",CA,Canada,Home Accessories,Residential,Warehousing
Test - Breeze Bay Tornado,"7908 HUNTWICK CR NE, Calgary",CA,Canada,Construction,Agricultural,Logistics
Test - Quartz Ridge Nutmeg,"299 COUGAR PLATEAU WY SW, Calgary",CA,Canada,Food,Residential,Warehousing
Test - Tundra Wolf Stone,"327 YORKVILLE AV SW, Calgary",CA,Canada,Sporting Goods,Agricultural,Recycling
Test - Cedar Hickory Aspen,"4204 DOVERCREST DR SE, Calgary",CA,Canada,Banking,Residential,Manufacturing
Test - Raspberry Topaz Crater,"201 AUTUMN CI SE, Calgary",CA,Canada,Pharmaceuticals,Commercial,Manufacturing
Test - Gray Glacier Tulip,"2608 GRANVILLE ST SW, Calgary",CA,Canada,Hard Goods,Commercial,Warehousing
Test - Canyon Horizon Mist,"211 SOMME MR SW, Calgary",CA,Canada,Civil Engineering Construction,Agricultural,Logistics
Test - Peony Bramble Peach,"1830 32 AV SW, Calgary",CA,Canada,Automotive,Residential,Recycling
Test - Tornado Gold Amaranth,"2020 16 AV NW, Calgary",CA,Canada,International Affairs,Agricultural,Warehousing
Test - Clover Snow Thyme,"255 HAWKVILLE CL NW, Calgary",CA,Canada,Wholesale Trade,Industrial,Manufacturing
Test - Reef Delta Gorilla,"23 HAWKDALE CI NW, Calgary",CA,Canada,Books,Agricultural,Warehousing
Test - Tulip Nettle Burgundy,"13 ROYAL ELM WY NW, Calgary",CA,Canada,Food Manufacturing,Commercial,Logistics
