name,address,country,country_name,sector,facility_type,processing_type
Test - Crater Lagoon Echo,"5752 DALMEAD CR NW, Calgary",CA,Canada,Metal Manufacturing,Commercial,Warehousing
Test - Cloud Peak Ursa,"1609 WENTWORTH VI SW, Calgary",CA,Canada,Civics,Industrial,Recycling
Test - Mist Sassafras Harbor,"366 COVENTRY RD NE, Calgary",CA,Canada,Computers,Commercial,Recycling
Test - Lagoon Panda Emerald,"531 EVANSBOROUGH WY NW, Calgary",CA,Canada,Material Production,Agricultural,Warehousing
Test - Glare Fawn Wander,"523 42 ST SE, Calgary",CA,Canada,Parts Dealers,Industrial,Warehousing
Test - Earth Pine Savanna,"112 SADDLELAKE DR NE, Calgary",CA,Canada,Oil & Gas,Agricultural,Manufacturing
Test - Cliff Moose Daffodil,"31 ELKTON PL SW, Calgary",CA,Canada,Home Accessories,Agricultural,Recycling
Test - Lemon Hemlock Swamp,"77 TUSCANY VISTA CR NW, Calgary",CA,Canada,Archives,Industrial,Warehousing
Test - Hill Lilac Meadow,"8235 8 AV SW, Calgary",CA,Canada,Wholesale Trade,Commercial,Warehousing
Test - Lemon Fawn Kiwi,"529 30 AV NE, Calgary",CA,Canada,Food Industry,Commercial,Logistics
Test - Sassafras Dune Clover,"105 TARALEA CI NE, Calgary",CA,Canada,Commodities,Residential,Manufacturing
Test - Isle Eagle Dogwood,"11 DISCOVERY RIDGE PA SW, Calgary",CA,Canada,Beverages,Agricultural,Warehousing
Test - Pebble Lavender Aspen,"2 ASPEN HILLS MR SW, Calgary",CA,Canada,Durable Goods,Residential,Manufacturing
Test - Laurel Lime Walnut,"15979 BOW BOTTOM TR SE, Calgary",CA,Canada,Rubber Products,Industrial,Logistics
Test - Star Aloe Panda,"4 ROCKYSPRING RI NW, Calgary",CA,Canada,Waste Management,Residential,Recycling
Test - Mist Rock Crater,"127 SIGNAL HILL CO SW, Calgary",CA,Canada,Food & Beverage,Industrial,Manufacturing
Test - Zebra Meadow Nickel,"4767 ELGIN AV SE, Calgary",CA,Canada,International Affairs,Commercial,Warehousing
Test - Nettle Dune Ravine,"260 COPPERSTONE GD SE, Calgary",CA,Canada,Financial Services,Residential,Manufacturing
Test - Obsidian Dune Flint,"19 WALDEN MR SE, Calgary",CA,Canada,Machinery Manufacturing,Commercial,Recycling
Test - Alder Daffodil Rosewood,"820 17 AV NE, Calgary",CA,Canada,Pharmaceuticals,Industrial,Warehousing
Test - Rainforest Hemlock Pebble,"30 COVEWOOD CI NE, Calgary",CA,Canada,Recreation,Agricultural,Manufacturing
Test - Bracken Aspen Cypress,"142 EVANSFIELD WY NW, Calgary",CA,Canada,Telecommunications,Agricultural,Recycling
Test - Tulip Chill Ivory,"71 WOODFIELD CL SW, Calgary",CA,Canada,Apparel,Industrial,Recycling
Test - Lilac Storm Rapid,"807 20 AV NW, Calgary",CA,Canada,Finance,Residential,Manufacturing
Test - Amaranth Kale Tulip,"101 ROYAL BIRKDALE DR NW, Calgary",CA,Canada,Electronic Product Manufacturing,Residential,Warehousing
Test - Forest Fir Valley,"605 AUBURN BAY AV SE, Calgary",CA,Canada,Trucking,Agricultural,Recycling
Test - Copper Hawthorn Swamp,"189 EVANSPARK GD NW, Calgary",CA,Canada,Financial Services,Commercial,Logistics
Test - Cascade Grove Ivory,"5 SADDLEMONT CR NE, Calgary",CA,Canada,Machinery Manufacturing,Industrial,Manufacturing
Test - Birch Copper Copper,"1502 1 ST NW, Calgary",CA,Canada,Material Production,Industrial,Warehousing
Test - Forest Poplar Lapis,"7 KENDALL PL SW, Calgary",CA,Canada,Building Construction,Agricultural,Manufacturing
Test - Tundra Opal Ivory,"85 SILVERADO SADDLE AV SW, Calgary",CA,Canada,Construction,Agricultural,Manufacturing
Test - Onyx Flame Charcoal,"17 CRANBROOK PL SE, Calgary",CA,Canada,Building Materials,Agricultural,Manufacturing
Test - Poppy Magenta Lime,"40 ASPEN RIDGE TC SW, Calgary",CA,Canada,Farming,Industrial,Logistics
Test - Lemon Marigold Coral,"388 MADDOCK CR NE, Calgary",CA,Canada,Technical Services,Commercial,Recycling
Test - Blaze Dusk Sun,"1724 29 ST SW, Calgary",CA,Canada,Sports Equipment,Commercial,Recycling
Test - Star Acacia Tiger,"136 TARAWOOD GV NE, Calgary",CA,Canada,Toys,Industrial,Warehousing
Test - Stream Mistletoe Forest,"15 ABERFOYLE PL NE, Calgary",CA,Canada,Beverages,Residential,Warehousing
Test - Deer Denim Fern,"155 BEDFORD DR NE, Calgary",CA,Canada,Banking,Residential,Recycling
Test - Peach Fog Sassafras,"139 BERMUDA CL NW, Calgary",CA,Canada,Beverages,Commercial,Logistics
Test - Harbor Narwhal Elder,"2325 23 AV SW, Calgary",CA,Canada,Research,Commercial,Logistics
Test - Plum Ivy Meadow,"19 SOMERGLEN PL SW, Calgary",CA,Canada,Beauty Products,Industrial,Logistics
Test - Hazel Yak Hematite,"59 WHITEFIELD CR NE, Calgary",CA,Canada,Food Manufacturing,Industrial,Logistics
Test - Bright Desert Dawn,"527 EVANSBOROUGH WY NW, Calgary",CA,Canada,Home,Residential,Warehousing
Test - Jade Zephyr Sky,"18 HIDDEN CREEK PA NW, Calgary",CA,Canada,Musical Instruments,Residential,Logistics
Test - Rock Magenta Foxglove,"27 HIDDEN CR NW, Calgary",CA,Canada,Rail Transportation,Commercial,Manufacturing
Test - Aloe Blaze Sun,"4730 ELBOW DR SW, Calgary",CA,Canada,Archives,Residential,Logistics
Test - Ravine Yew Mist,"515 26 AV NW, Calgary",CA,Canada,Health,Commercial,Warehousing
Test - Tangerine Baobab Jasper,"278 SADDLEFIELD PL NE, Calgary",CA,Canada,Components,Agricultural,Logistics
Test - Knoll Mahogany Slope,"73 BOWDALE CR NW, Calgary",CA,Canada,Wholesale Trade,Residential,Manufacturing
Test - Dandelion Chestnut Inlet,"2828 MORLEY TR NW, Calgary",CA,Canada,Food,Residential,Warehousing
Test - Zebra Nickel Moose,"4507 VANDERGRIFT CR NW, Calgary",CA,Canada,Food,Commercial,Logistics
Test - Tiger Tiger Chestnut,"204 CRANBERRY PA SE, Calgary",CA,Canada,Warehousing,Agricultural,Recycling
Test - Deer Fuchsia Rosewood,"919 ARBOUR LAKE RD NW, Calgary",CA,Canada,Health,Residential,Recycling
Test - Gray Mahogany Foxglove,"23 TEMPLEGREEN RD NE, Calgary",CA,Canada,Construction,Industrial,Logistics
Test - Jasmine Pass Volcano,"51 BEDRIDGE WY NE, Calgary",CA,Canada,Automotive Parts,Agricultural,Manufacturing
Test - Poplar Bright Quartz,"205 EVANSBOROUGH WY NW, Calgary",CA,Canada,Electrical Devices,Residential,Logistics
Test - Steppe Glacier Wisteria,"35 TARAWOOD RD NE, Calgary",CA,Canada,General Merchandise,Residential,Warehousing
Test - Teak Fog Geranium,"7038 16 AV SE, Calgary",CA,Canada,Computing Infrastructure,Agricultural,Manufacturing
Test - Acacia Hawthorn Bay,"7703 37 AV NW, Calgary",CA,Canada,Home Furnishings,Residential,Manufacturing
Test - Antelope Verdant Jade,"24 MARTINRIDGE RD NE, Calgary",CA,Canada,Plastics,Industrial,Recycling
Test - Aspen Obsidian Tide,"262 CRANWELL BA SE, Calgary",CA,Canada,Mining,Commercial,Manufacturing
Test - Hawthorn Lime Shadow,"22 SHERWOOD PZ NW, Calgary",CA,Canada,Health,Industrial,Warehousing
Test - Snow Stream Viper,"202 NOLANHURST WY NW, Calgary",CA,Canada,Hobby,Commercial,Warehousing
Test - Poppy Jasmine Alabaster,"1022 PANATELLA BV NW, Calgary",CA,Canada,Energy Production & Utilities,Commercial,Warehousing
Test - Gorilla Canyon Amber,"360 RUNDLERIDGE DR NE, Calgary",CA,Canada,Electronics,Industrial,Logistics
Test - Inlet Yak Pass,"66 TUSCANY HILLS RD NW, Calgary",CA,Canada,Hospitals,Residential,Warehousing
Test - Navy Onyx Eagle,"281 SAVANNA WY NE, Calgary",CA,Canada,Coal,Agricultural,Recycling
Test - Hematite Violet Jaguar,"22 BRIGHTONSTONE LI SE, Calgary",CA,Canada,International Affairs,Residential,Recycling
Test - Desert Stream Orchid,"94 SAGE HILL WY NW, Calgary",CA,Canada,Consumer Products,Commercial,Manufacturing
Test - Falcon Gold Tempest,"377 PANTON WY NW, Calgary",CA,Canada,Maritime Transportation,Agricultural,Manufacturing
Test - Prairie Nutmeg Stream,"79 SANDPIPER WY NW, Calgary",CA,Canada,Health,Residential,Logistics
Test - Fire Reef Tundra,"5521 3 ST SE, Calgary",CA,Canada,Aquaculture,Agricultural,Recycling
Test - Indigo Fire Ocelot,"31 SADDLESTONE LN NE, Calgary",CA,Canada,Telecommunications,Agricultural,Manufacturing
Test - Earth Pearl Isle,"9115 COUNTRY HILLS BV NW, Calgary",CA,Canada,Multi-Category,Commercial,Warehousing
Test - Tiger Onyx Hematite,"20 EVANSVIEW RD NW, Calgary",CA,Canada,Toys,Commercial,Manufacturing
Test - Whisper Wolf Deer,"141 SAGE BLUFF MR NW, Calgary",CA,Canada,Health,Commercial,Warehousing
Test - Tulip Alder Redwood,"401 21 AV NE, Calgary",CA,Canada,Durable Goods,Commercial,Recycling
Test - Zebra Daisy Flame,"65 ROCKY RIDGE SQ NW, Calgary",CA,Canada,Computing Infrastructure,Commercial,Warehousing
Test - Daffodil Lilac Yew,"146 HIDDEN CREEK RI NW, Calgary",CA,Canada,Merchant Wholesalers,Agricultural,Logistics
Test - Quartz Raspberry Juniper,"1136 COLGROVE AV NE, Calgary",CA,Canada,Specialty Trade Contractors,Commercial,Warehousing
Test - Zephyr Aurora Echo,"314 31 AV NE, Calgary",CA,Canada,Arts & Entertainment,Commercial,Recycling
