name,address,country,country_name,sector,facility_type,processing_type
Test - Xylo Malachite Pebble,"52 MILLRISE DR SW, Calgary",CA,Canada,Durable Goods,Commercial,Logistics
Test - Onyx Plum Gale,"727 SCHOONER CV NW, Calgary",CA,Canada,Renting,Commercial,Manufacturing
Test - Ebony Geranium Walnut,"175 SCENIC COVE CI NW, Calgary",CA,Canada,Educational Services,Residential,Warehousing
Test - Redwood Marigold Pond,"7748 HUNTERSLEA CR NW, Calgary",CA,Canada,Apparel Accessories,Commercial,Manufacturing
Test - Hematite Bear Flame,"116 LAKE BONAVISTA DR SE, Calgary",CA,Canada,Automotive,Commercial,Logistics
Test - Dawn Canyon Eagle,"229 SANDARAC DR NW, Calgary",CA,Canada,Technical Services,Residential,Recycling
Test - Olive Eagle Hickory,"220 COVEHAVEN GD NE, Calgary",CA,Canada,Energy,Agricultural,Recycling
Test - Fern Emerald Mountain,"126 HIDDEN SPRING GR NW, Calgary",CA,Canada,Plastics,Agricultural,Recycling
Test - Gale Buttercup Foxglove,"492 ROYAL OAK HT NW, Calgary",CA,Canada,Multi-Category,Residential,Logistics
Test - Hawthorn Jasmine Hickory,"180 CASTLEGREEN CL NE, Calgary",CA,Canada,Utilities,Residential,Manufacturing
Test - Gale Ivory Harbor,"35 DOVERVILLE WY SE, Calgary",CA,Canada,Research,Industrial,Manufacturing
Test - Pond Horizon Summit,"236 MIDVALLEY PL SE, Calgary",CA,Canada,Accommodation,Commercial,Recycling
Test - Aspen Buff Ridge,"481 HUNTLEY WY NE, Calgary",CA,Canada,Jewelry,Residential,Recycling
Test - Tempest Periwinkle Creek,"35 GOVERNOR DR SW, Calgary",CA,Canada,Commodities,Agricultural,Manufacturing
Test - Swamp Rain Willow,"4219 WHITEHORN DR NE, Calgary",CA,Canada,Manufacturing,Residential,Logistics
Test - Lightning Verdant Lilac,"2732 7 AV NW, Calgary",CA,Canada,Transportation Equipment,Agricultural,Recycling
Test - Thyme Wisteria Valley,"3810 FONDA WY SE, Calgary",CA,Canada,Maritime Transportation,Commercial,Warehousing
Test - Hickory Pine Elm,"8 COLERIDGE CR NW, Calgary",CA,Canada,Plastics,Industrial,Manufacturing
Test - Azure Stone Juniper,"1064 DEER RIVER CI SE, Calgary",CA,Canada,Wood Products,Agricultural,Recycling
Test - Flame Ursa Jasmine,"4920 45 ST SW, Calgary",CA,Canada,Multi-Category,Industrial,Logistics
Test - Fuchsia Kiwi Verdant,"36 MARTIN CROSSING CO NE, Calgary",CA,Canada,Civil Engineering Construction,Residential,Warehousing
Test - Quartz Hawk Snow,"28 DOUGLAS WOODS PA SE, Calgary",CA,Canada,Mining,Commercial,Logistics
Test - Volcano Antelope Ginkgo,"239 PARKSIDE WY SE, Calgary",CA,Canada,Pharmaceuticals,Commercial,Manufacturing
Test - Dandelion Quartz Ivy,"128 ERIN MEADOW WY SE, Calgary",CA,Canada,Maintenance,Agricultural,Warehousing
Test - Denim Ridge Peach,"203 HAMPTONS DR NW, Calgary",CA,Canada,Food Industry,Residential,Logistics
Test - Laurel Bay Hazel,"75 PANAMOUNT HT NW, Calgary",CA,Canada,Banking,Residential,Warehousing
Test - Lagoon Flint Peony,"2213 6 AV NW, Calgary",CA,Canada,Pipeline Transportation,Agricultural,Recycling
Test - Wind Gulf Alder,"5229 MARBANK DR NE, Calgary",CA,Canada,Personal Care Products,Commercial,Logistics
Test - Magnolia Nettle Quarry,"1418 CHARDIE PL SW, Calgary",CA,Canada,Educational Services,Industrial,Logistics
Test - Maple Heliotrope Sand,"4433 BOWNESS RD NW, Calgary",CA,Canada,Components,Residential,Manufacturing
Test - Poplar Estuary Periwinkle,"3816 9 ST SW, Calgary",CA,Canada,Jewelry,Agricultural,Logistics
Test - Mahogany Cedar Horizon,"327 SCHOONER LD NW, Calgary",CA,Canada,Nursing,Industrial,Recycling
Test - Crater Ravine Nettle,"96 MIDGLEN DR SE, Calgary",CA,Canada,Specialty Trade Contractors,Agricultural,Warehousing
Test - Gorilla Zinnia Charcoal,"35 BEARBERRY BA NW, Calgary",CA,Canada,Civics,Industrial,Manufacturing
Test - Fuchsia Mulberry Hazel,"1607 32 AV NW, Calgary",CA,Canada,Solar Energy,Commercial,Recycling
Test - Hazel Maple Khaki,"65 INVERNESS DR SE, Calgary",CA,Canada,Supplies Dealers,Industrial,Logistics
Test - Quartz Moon Stone,"104 SHAWFIELD WY SW, Calgary",CA,Canada,Plastics,Commercial,Manufacturing
Test - Indigo Burgundy Horizon,"2210 18 ST NW, Calgary",CA,Canada,Crop Production,Agricultural,Warehousing
Test - Buttercup Lagoon Fir,"202 EDGEPARK WY NW, Calgary",CA,Canada,Furniture,Agricultural,Warehousing
Test - Twilight Rosewood Wave,"425 2 AV NE, Calgary",CA,Canada,Professional Services,Commercial,Warehousing
Test - Peak Gold Twilight,"105 CRAMOND CR SE, Calgary",CA,Canada,Apparel Accessories,Commercial,Manufacturing
Test - Lightning Tamarind Redwood,"210 ROYAL OAK CO NW, Calgary",CA,Canada,Arts,Residential,Manufacturing
