name,address,country,country_name,sector,facility_type,processing_type
Test - Elder Chill Narwhal,"4520 MONTGOMERY AV NW, Calgary",CA,Canada,General Merchandise,Residential,Warehousing
Test - Hibiscus Lime Indigo,"233 12 AV NE, Calgary",CA,Canada,Entertainment,Residential,Recycling
Test - Azalea Leaf Kyanite,"412 WHITELAND DR NE, Calgary",CA,Canada,Transportation Equipment,Residential,Logistics
Test - Woods Cliff Meadow,"26 SHAWFIELD CO SW, Calgary",CA,Canada,Food Manufacturing,Residential,Recycling
Test - Saffron Navy Ebony,"76 WALDEN HT SE, Calgary",CA,Canada,Crop Production,Industrial,Warehousing
Test - Lagoon Oasis Acacia,"44 SOMERVALE PA SW, Calgary",CA,Canada,Beauty Products,Industrial,Recycling
Test - Lilac Citrine Jaguar,"212B 7 AV NE, Calgary",CA,Canada,Water Utilities,Industrial,Warehousing
Test - Quarry Gold Desert,"1111 BERKLEY DR NW, Calgary",CA,Canada,Wood Products,Commercial,Recycling
Test - Lilac Ivory Palm,"2012 COTTONWOOD CR SE, Calgary",CA,Canada,Parts Dealers,Commercial,Recycling
Test - Storm Creek Sage,"102 50 AV SE, Calgary",CA,Canada,Multi-Category,Residential,Logistics
Test - Rain Leopard Storm,"3906 18 ST SW, Calgary",CA,Canada,Professional Services,Industrial,Logistics
Test - Periwinkle Verdant Cougar,"39 WESTPOINT PL SW, Calgary",CA,Canada,Electrical Devices,Residential,Manufacturing
Test - Rock Tundra Mulberry,"126 CITADEL CREST PA NW, Calgary",CA,Canada,Specialty Trade Contractors,Agricultural,Warehousing
Test - Chill Redwood Willow,"172 CORAL KEYS DR NE, Calgary",CA,Canada,Electronics,Agricultural,Logistics
Test - Indigo Peony Oasis,"909 5 ST NW, Calgary",CA,Canada,Consumer Electronics,Residential,Manufacturing
Test - Flame Thunder Mulberry,"850 BELMONT DR SW, Calgary",CA,Canada,Apparel Accessories,Residential,Recycling
Test - Teak Fire Olive,"22 ARBOUR CREST WY NW, Calgary",CA,Canada,Accommodation,Commercial,Recycling
Test - Juniper Hawk Fuchsia,"750 BLACKTHORN RD NE, Calgary",CA,Canada,Chemicals,Residential,Manufacturing
Test - Moon Xylo Pine,"131 WHITESTONE CR NE, Calgary",CA,Canada,Solar Energy,Residential,Logistics
Test - Flame Chestnut Hickory,"218 7 AV SE, Calgary",CA,Canada,General Merchandise,Agricultural,Manufacturing
Test - Alabaster Whisper Rapid,"338 SHERWOOD PL NW, Calgary",CA,Canada,Home,Agricultural,Logistics
Test - Birch Ebony Light,"6009 OGDEN RD SE, Calgary",CA,Canada,Entertainment,Agricultural,Warehousing
Test - Moss Denim Wave,"138 EDGERIDGE CI NW, Calgary",CA,Canada,Home Furnishings,Industrial,Manufacturing
Test - Mulberry Poppy Bamboo,"208 12 AV NW, Calgary",CA,Canada,Fishing,Commercial,Warehousing
Test - Opal Citrine Grove,"111 DEER LANE CL SE, Calgary",CA,Canada,Finance,Residential,Warehousing
Test - Copper Foxglove Savanna,"8455 SADDLEBROOK DR NE, Calgary",CA,Canada,Water Utilities,Agricultural,Logistics
Test - Yew Mahogany Sky,"6824 4 AV NE, Calgary",CA,Canada,Gas,Commercial,Warehousing
Test - Lemon Mist Spruce,"440 53 AV SW, Calgary",CA,Canada,General Merchandise,Commercial,Logistics
Test - Opal Leaf Ivy,"911 19 AV NW, Calgary",CA,Canada,Toys,Agricultural,Recycling
Test - Volcano Berry Bamboo,"64 CANOVA RD SW, Calgary",CA,Canada,Telecommunications,Commercial,Warehousing
Test - Tundra Onyx Daffodil,"11 DISCOVERY RIDGE CV SW, Calgary",CA,Canada,Biotechnology,Commercial,Recycling
Test - Whisper Flint Tangerine,"101 HOWSE MT NE, Calgary",CA,Canada,Hobby,Industrial,Manufacturing
Test - Mountain Sunflower Ivory,"4 TAMARAC CR SW, Calgary",CA,Canada,Musical Instruments,Agricultural,Recycling
Test - Fuchsia Quartz Copper,"105 SILVERADO SKIES CM SW, Calgary",CA,Canada,Maritime Transportation,Residential,Recycling
Test - Olive Fuchsia Ebony,"37 EDGERIDGE GA NW, Calgary",CA,Canada,Sports Equipment,Industrial,Warehousing
Test - Pass Acacia Fire,"18551 CHAPARRAL MR SE, Calgary",CA,Canada,Home,Industrial,Manufacturing
Test - Savannah Harsh Copper,"289 HAMPSTEAD RD NW, Calgary",CA,Canada,Jewelry,Agricultural,Manufacturing
Test - Swamp Sequoia Lemon,"60 PRESTWICK BA SE, Calgary",CA,Canada,Durable Goods,Industrial,Recycling
Test - Oak Mulberry Koala,"71 CORNER MEADOWS MR NE, Calgary",CA,Canada,Fishing,Industrial,Recycling
Test - Orchid Cougar Boulder,"4715 22 AV NW, Calgary",CA,Canada,Transportation Equipment,Residential,Logistics
Test - Orchid Lime Lilac,"145 MAHOGANY DR SE, Calgary",CA,Canada,Nursing,Agricultural,Warehousing
Test - Mahogany Aloe Ridge,"80 WALDEN PR SE, Calgary",CA,Canada,Ground Passenger Transportation,Residential,Logistics
Test - Amaranth Hickory Gold,"308 18 AV NW, Calgary",CA,Canada,Archives,Residential,Recycling
Test - Ridge Jade Pond,"116 SAVANNA RD NE, Calgary",CA,Canada,Aerospace,Industrial,Warehousing
Test - Ginkgo Wind Breeze,"2535 7 AV NE, Calgary",CA,Canada,Archives,Residential,Recycling
Test - Bay Fog Sequoia,"447 PRESTWICK CI SE, Calgary",CA,Canada,Pipeline Transportation,Commercial,Recycling
Test - Ebony Quartz Wolf,"130 HAVENHURST CR SW, Calgary",CA,Canada,Aerospace,Agricultural,Logistics
Test - Burgundy Orchid Earth,"423 42 ST SW, Calgary",CA,Canada,Construction,Commercial,Manufacturing
Test - Azure Thyme Honey,"161 SHERWOOD HT NW, Calgary",CA,Canada,Rail Transportation,Residential,Recycling
Test - Panda Indigo Tide,"38 NOLANHURST RI NW, Calgary",CA,Canada,Parts Dealers,Residential,Recycling
Test - Jungle Feldspar Hill,"104 BERKLEY RI NW, Calgary",CA,Canada,Aerospace,Industrial,Recycling
Test - Bear Pine Harbor,"63 CRANBROOK HL SE, Calgary",CA,Canada,Information,Residential,Manufacturing
Test - Seal Fuchsia Stream,"19 SUNCASTLE BA SE, Calgary",CA,Canada,Leather,Agricultural,Warehousing
Test - Alabaster Redwood Ridge,"528 MEMORIAL DR NW, Calgary",CA,Canada,Civil Engineering Construction,Commercial,Logistics
Test - Acorn Star Azalea,"14128 DEER RIDGE DR SE, Calgary",CA,Canada,Merchant Wholesalers,Residential,Manufacturing
Test - Isle Zephyr Bay,"3920 MARLBOROUGH DR NE, Calgary",CA,Canada,Pharmaceuticals,Industrial,Manufacturing
Test - Pond Myrtle Hill,"87 WESTVIEW DR SW, Calgary",CA,Canada,Home Textiles,Industrial,Manufacturing
Test - Reef Breeze Flame,"204 PINEMILL ME NE, Calgary",CA,Canada,Ground Passenger Transportation,Residential,Recycling
Test - Tangerine Walnut Valley,"26 SAN FERNANDO CR NE, Calgary",CA,Canada,Appliances,Industrial,Recycling
Test - Honey Frost Saffron,"1804 23 AV NW, Calgary",CA,Canada,Information,Commercial,Logistics
Test - Zephyr Summit Storm,"170 SHAWBROOKE GR SW, Calgary",CA,Canada,Computers,Commercial,Manufacturing
Test - Plum Twilight Bronze,"3036 26 ST SW, Calgary",CA,Canada,Civil Engineering Construction,Commercial,Manufacturing
Test - Navy Oasis Ultramarine,"50 SLOPES RD SW, Calgary",CA,Canada,Food Manufacturing,Commercial,Manufacturing
Test - Feldspar Pine Falcon,"1723 CORNERSTONE BV NE, Calgary",CA,Canada,Consumer Products,Agricultural,Warehousing
Test - Grove Cedar Elm,"727 SIERRA MORENA PL SW, Calgary",CA,Canada,Waste Management,Residential,Logistics
Test - Carnation Lime Magnolia,"75 EVANSCREST CM NW, Calgary",CA,Canada,Quarrying,Industrial,Manufacturing
Test - Amber Peak Aurora,"17 CITYSCAPE PL NE, Calgary",CA,Canada,Nondurable Goods,Agricultural,Recycling
Test - Topaz Gorilla Azure,"927 VARSITY ESTATES GR NW, Calgary",CA,Canada,Banking,Residential,Recycling
Test - Meadow Lime Rosewood,"21 WHITE OAK CR SW, Calgary",CA,Canada,Specialty Trade Contractors,Agricultural,Logistics
Test - Antelope Bracken Rain,"121 CRANBROOK PT SE, Calgary",CA,Canada,Hunting,Commercial,Recycling
Test - Chill Clover Glacier,"314 QUARRY PARK BV SE, Calgary",CA,Canada,Manufacturing,Industrial,Manufacturing
Test - Rapid Dandelion Lavender,"4420 53 ST NW, Calgary",CA,Canada,Trucking,Residential,Logistics
Test - Antelope Sassafras Vale,"112 DALGETTY BA NW, Calgary",CA,Canada,Building Materials,Industrial,Recycling
Test - Lilac Bay Daffodil,"95 ERIN GROVE CL SE, Calgary",CA,Canada,Footwear,Residential,Logistics
Test - Xylo Fawn Moose,"3638 MANCHESTER RD SE, Calgary",CA,Canada,Forestry,Residential,Manufacturing
Test - Volcano Geranium Ocelot,"1816 17A ST SW, Calgary",CA,Canada,Research,Agricultural,Warehousing
Test - Jungle Seal Violet,"195 REDSTONE HT NE, Calgary",CA,Canada,Computers,Residential,Recycling
Test - Lime Viper Ravine,"3016 CONRAD DR NW, Calgary",CA,Canada,General Merchandise,Agricultural,Recycling
Test - Lilac Mistletoe Aspen,"1815 32 AV SW, Calgary",CA,Canada,Financial Services,Industrial,Warehousing
Test - Berry Fog Summit,"6123 84 ST SE, Calgary",CA,Canada,Professional Services,Residential,Logistics
Test - Magenta Lilac Rowan,"414 REDSTONE DR NE, Calgary",CA,Canada,Pharmaceuticals,Industrial,Warehousing
Test - Vale Estuary Daffodil,"4928 MARIAN RD NE, Calgary",CA,Canada,Appliances,Agricultural,Recycling
Test - Gold Zephyr Peach,"141 ROCKY RIDGE LD NW, Calgary",CA,Canada,Quarrying,Agricultural,Recycling
Test - Thunder Sand Knoll,"66 TARINGTON LD NE, Calgary",CA,Canada,Pipeline Transportation,Agricultural,Warehousing
Test - Oasis Peach Yak,"11 CRANBROOK LN SE, Calgary",CA,Canada,General Merchandise,Residential,Logistics
Test - Jaguar Lilac Eagle,"4108 VARSITY DR NW, Calgary",CA,Canada,Parts Dealers,Industrial,Recycling
Test - Teak Diamond Beech,"3111 12 AV SE, Calgary",CA,Canada,Repair,Industrial,Warehousing
Test - Mulberry Harbor Fuchsia,"110 MERIDIAN RD NE, Calgary",CA,Canada,Automotive,Commercial,Logistics
Test - Citrine Dawn Fuchsia,"39 AUBURN BAY BV SE, Calgary",CA,Canada,Books,Agricultural,Manufacturing
Test - Topaz Onyx Woods,"2226 31 AV SW, Calgary",CA,Canada,Biotechnology,Industrial,Warehousing
Test - Pine River Nickel,"20 CRANLEIGH LI SE, Calgary",CA,Canada,Mining,Commercial,Warehousing
Test - Zephyr Ivory Cloud,"4235 40 ST NW, Calgary",CA,Canada,Fishing,Residential,Logistics
Test - Meadow Laurel Chestnut,"214 TUSCANY RIDGE PA NW, Calgary",CA,Canada,Computing Infrastructure,Commercial,Manufacturing
Test - Swamp Meadow Viper,"69 ROYAL BIRKDALE DR NW, Calgary",CA,Canada,Research,Residential,Logistics
Test - Amaranth Harbor Violet,"246 NOLANRIDGE CR NW, Calgary",CA,Canada,Oil & Gas,Commercial,Logistics
Test - Fog Peach Savanna,"3508 SPRUCE DR SW, Calgary",CA,Canada,Durable Goods,Commercial,Recycling
Test - Daisy Cave Iris,"16261 SHAWBROOKE DR SW, Calgary",CA,Canada,Wood Products,Residential,Recycling
Test - Fuchsia Savanna Coral,"121 WALGROVE HE SE, Calgary",CA,Canada,Accommodation,Commercial,Logistics
Test - Chill Zebra Onyx,"446V COUNTRY VILLAGE LN NE, Calgary",CA,Canada,Toys,Residential,Logistics
Test - Cave Fire Orchid,"5415 BUCKTHORN RD NW, Calgary",CA,Canada,Aerospace,Residential,Warehousing
Test - Sage Ebony Desert,"28 SANDPIPER WY NW, Calgary",CA,Canada,Forestry,Industrial,Manufacturing
Test - Sunflower Bronze Hibiscus,"404 STRATHCONA ME SW, Calgary",CA,Canada,Appliances,Commercial,Warehousing
Test - Buff Iris Willow,"708 SHERMAN AV SW, Calgary",CA,Canada,Fishing,Agricultural,Manufacturing
Test - Storm Tangerine Seal,"270 ERIN CI SE, Calgary",CA,Canada,Footwear,Agricultural,Logistics
Test - Mustard Moss Alder,"46 CRANBROOK CV SE, Calgary",CA,Canada,Hobby,Commercial,Manufacturing
Test - Denim Swamp Juniper,"216 VARSITY GREEN BA NW, Calgary",CA,Canada,Air Transportation,Commercial,Warehousing
Test - Panda Clover Chill,"35 CASTLEFALL GV NE, Calgary",CA,Canada,Warehousing,Agricultural,Warehousing
Test - Knoll Grove Moon,"88 ABERDARE RD NE, Calgary",CA,Canada,Technical Services,Commercial,Manufacturing
Test - Valley Sunflower Bronze,"4531 21 AV NW, Calgary",CA,Canada,Beauty Products,Residential,Logistics
Test - Acacia Aspen Thyme,"3504 SPRUCE DR SW, Calgary",CA,Canada,Recreation,Agricultural,Manufacturing
Test - Quartz Bay Deer,"1220 8 AV SE, Calgary",CA,Canada,Consumer Electronics,Agricultural,Recycling
Test - Malachite Tamarind Quartz,"514 SILVERADO BV SW, Calgary",CA,Canada,Civics,Industrial,Warehousing
Test - Clover Mustard Rose,"147 VARSITY ESTATES TC NW, Calgary",CA,Canada,Arts & Entertainment,Industrial,Recycling
Test - Plum Marigold Hematite,"5729 68 ST NE, Calgary",CA,Canada,Forestry,Residential,Logistics
Test - Pebble Mulberry Kale,"4107 44 AV NE, Calgary",CA,Canada,Books,Commercial,Manufacturing
Test - Savanna Tornado Jungle,"699 WALDEN DR SE, Calgary",CA,Canada,Food Manufacturing,Industrial,Logistics
Test - Steppe Gold Hickory,"901 37 ST SE, Calgary",CA,Canada,Solar Energy,Industrial,Warehousing
Test - Hawk Creek Ginkgo,"388 SANDARAC DR NW, Calgary",CA,Canada,Electrical Devices,Commercial,Logistics
Test - Plum Narwhal Sequoia,"17 COUGARTOWN CI SW, Calgary",CA,Canada,Electricity,Residential,Manufacturing
Test - Yak Hawthorn Lemon,"22 COPPERPOND RI SE, Calgary",CA,Canada,Beauty Products,Agricultural,Manufacturing
Test - Hazel Beech Tulip,"115 RIVERVALLEY DR SE, Calgary",CA,Canada,Hospitals,Industrial,Warehousing
Test - Flame Xylo Yellow,"190 EVANSCREST PL NW, Calgary",CA,Canada,Aquaculture,Agricultural,Manufacturing
Test - Volcano Malachite Burgundy,"3321 39 ST SW, Calgary",CA,Canada,Nursing,Agricultural,Logistics
Test - Canyon Sage Rock,"29 REDSTONE LI NE, Calgary",CA,Canada,Medical Equipment & Services,Industrial,Logistics
