name,address,country,country_name,sector,facility_type,processing_type
Test - Ursa Flame Khaki,"221 SOMERSIDE CL SW, Calgary",CA,Canada,Home Furnishings,Industrial,Recycling
Test - Yew Steppe Koala,"95 PRESTWICK HE SE, Calgary",CA,Canada,Apparel,Industrial,Logistics
Test - Ruby Peony Chestnut,"98 NEW BRIGHTON CI SE, Calgary",CA,Canada,Arts,Commercial,Warehousing
Test - Bliss Reef Hill,"13 HUNTERHORN CR NE, Calgary",CA,Canada,Beauty Products,Residential,Logistics
Test - Clover Wave Peony,"408 COUNTRY VILLAGE CA NE, Calgary",CA,Canada,Aerospace,Commercial,Warehousing
Test - Valley Star Meadow,"196 PANAMOUNT GR NW, Calgary",CA,Canada,Electricity,Residential,Manufacturing
Test - Peony Zinnia Estuary,"96 INVERNESS SQ SE, Calgary",CA,Canada,Animal Production,Commercial,Warehousing
Test - Hickory Mustard Peak,"48 MARTHA'S HAVEN GR NE, Calgary",CA,Canada,Consumer Products,Industrial,Manufacturing
Test - Bright Hill Jungle,"236 PARKVALLEY DR SE, Calgary",CA,Canada,Civil Engineering Construction,Residential,Logistics
Test - Plum Juniper Yellow,"50 HAMPTONS HE NW, Calgary",CA,Canada,Oil & Gas,Residential,Warehousing
Test - Fern Redwood Topaz,"1025 29 ST NW, Calgary",CA,Canada,Wholesale Trade,Agricultural,Recycling
Test - Jasmine Juniper Cypress,"186 HIDDEN CREEK GD NW, Calgary",CA,Canada,Computing Infrastructure,Residential,Logistics
Test - Flint Cedar Blaze,"1234 MILLVIEW DR SW, Calgary",CA,Canada,Electrical Devices,Commercial,Manufacturing
Test - Poppy Hemlock Reef,"214 MIDRIDGE PL SE, Calgary",CA,Canada,Rubber Products,Residential,Recycling
Test - Aurora Rose Ursa,"191 TEMPLETON CI NE, Calgary",CA,Canada,Pipeline Transportation,Commercial,Recycling
Test - Honey Light Moss,"9940 FAIRMOUNT DR SE, Calgary",CA,Canada,Home Textiles,Agricultural,Logistics
Test - Mustard Sage Stream,"9551 OAKLAND RD SW, Calgary",CA,Canada,Pipeline Transportation,Residential,Logistics
Test - Panda Mahogany Sage,"327 PARKVALLEY DR SE, Calgary",CA,Canada,Energy Production & Utilities,Commercial,Manufacturing
Test - Opal Feldspar Oasis,"188 SIMCOE CI SW, Calgary",CA,Canada,Specialty Trade Contractors,Residential,Logistics
Test - Chestnut Gale Moss,"195 WEST SPRINGS CL SW, Calgary",CA,Canada,Quarrying,Agricultural,Warehousing
Test - Denim Mistletoe Moon,"111 EVERSTONE RI SW, Calgary",CA,Canada,Commodities,Industrial,Manufacturing
Test - Cactus Oasis Rapid,"71 VENTURA RD NE, Calgary",CA,Canada,Apparel,Commercial,Recycling
Test - Fawn Hawthorn Mahogany,"115 RIVERGREEN PL SE, Calgary",CA,Canada,Aerospace,Agricultural,Logistics
Test - Peach Willow Heliotrope,"1568 EVERGREEN HL SW, Calgary",CA,Canada,Educational Services,Commercial,Logistics
Test - Azalea Steppe Ivy,"94 EVANSBROOKE MR NW, Calgary",CA,Canada,Garden Tools,Commercial,Logistics
Test - Plateau Buttercup Volcano,"23 FAIRVIEW CR SE, Calgary",CA,Canada,Manufacturing,Agricultural,Warehousing
Test - Bliss Fire Lavender,"6939 EDGEMONT DR NW, Calgary",CA,Canada,Furniture,Residential,Logistics
Test - Moon Carmine Nutmeg,"4643 79 ST NW, Calgary",CA,Canada,Supplies Dealers,Commercial,Recycling
Test - Breeze Desert Bright,"9319 FAIRMOUNT DR SE, Calgary",CA,Canada,Food,Residential,Logistics
Test - Hematite Fawn Dusk,"2435 FIR DR SE, Calgary",CA,Canada,Storage,Industrial,Warehousing
Test - Cliff Dandelion Summit,"62 SOMERGLEN CL SW, Calgary",CA,Canada,Logging,Industrial,Manufacturing
Test - Khaki Laurel Malachite,"218 CITYSCAPE BV NE, Calgary",CA,Canada,Agriculture,Industrial,Warehousing
Test - Ice Jasper Savanna,"163 TUSCANY RIDGE CL NW, Calgary",CA,Canada,Electronics,Industrial,Recycling
Test - Bliss Fire Hickory,"96 LYNNDALE RD SE, Calgary",CA,Canada,Electrical Devices,Agricultural,Warehousing
Test - Foxglove Canyon Walnut,"1031 LAKE SYLVAN DR SE, Calgary",CA,Canada,Wood Products,Industrial,Manufacturing
Test - Lagoon Aurora Moon,"212 HAYSBORO CR SW, Calgary",CA,Canada,Tobacco Products,Agricultural,Warehousing
Test - Desert Light Silver,"126 HOLMWOOD AV NW, Calgary",CA,Canada,Hospitals,Commercial,Recycling
Test - Harbor Hawk Cedar,"64 RANCHRIDGE DR NW, Calgary",CA,Canada,Farming,Industrial,Warehousing
Test - Berry Dusk Onyx,"1207 53B ST SE, Calgary",CA,Canada,Financial Services,Commercial,Warehousing
Test - Breeze Verdant Lapis,"251 MAUNSELL CL NE, Calgary",CA,Canada,Financial Services,Industrial,Warehousing
Test - Rose Azalea Cliff,"147 MADDOCK WY NE, Calgary",CA,Canada,Food Manufacturing,Industrial,Manufacturing
Test - Koala Rain Birch,"207 DEERMONT CO SE, Calgary",CA,Canada,Information,Agricultural,Warehousing
