name,address,country,country_name,sector,facility_type,processing_type
Test - Elder Olive Mulberry,"8336 HAWKVIEW MANOR LI NW, Calgary",CA,Canada,Forestry,Residential,Recycling
Test - Pine Cedar Yak,"188 EDGEDALE WY NW, Calgary",CA,Canada,Food & Beverage,Industrial,Recycling
Test - Oak Hill Oasis,"3618 29A AV SE, Calgary",CA,Canada,Aquaculture,Agricultural,Warehousing
Test - Bay Fuchsia Elder,"73 CRANARCH PL SE, Calgary",CA,Canada,Food Manufacturing,Agricultural,Logistics
Test - Dusk Ginkgo Bright,"9828 7 ST SE, Calgary",CA,Canada,Tobacco Products,Residential,Logistics
Test - Chill Sapphire Dogwood,"4607 RUNDLEVILLE DR NE, Calgary",CA,Canada,Footwear,Commercial,Logistics
Test - Bamboo Carmine Feldspar,"1214 19 ST NW, Calgary",CA,Canada,Consumer Electronics,Commercial,Warehousing
Test - Mustard Maple Volcano,"2123 66 AV SE, Calgary",CA,Canada,Medical Equipment & Services,Residential,Recycling
Test - Glare Mistletoe Verdant,"160 SANDARAC WY NW, Calgary",CA,Canada,Hard Goods,Agricultural,Recycling
Test - Indigo Hill Lemon,"163 ARBOUR BUTTE RD NW, Calgary",CA,Canada,Jewelry,Agricultural,Logistics
Test - Hibiscus Aspen Beige,"1407 WENTWORTH VI SW, Calgary",CA,Canada,Nursing,Residential,Logistics
Test - Savannah Flint Wave,"3805 1A ST SW, Calgary",CA,Canada,Footwear,Commercial,Manufacturing
Test - Flame Glare Fawn,"2529 DOGWOOD CR SE, Calgary",CA,Canada,Machinery Manufacturing,Agricultural,Logistics
Test - Oak Quarry Daffodil,"148 WOODFIELD GR SW, Calgary",CA,Canada,Coal,Commercial,Logistics
Test - Acacia Ravine Jaguar,"709 4A ST NW, Calgary",CA,Canada,Apparel,Commercial,Logistics
Test - Koala Obsidian Aspen,"83 SILVERADO RANGE CL SW, Calgary",CA,Canada,Arts,Residential,Warehousing
Test - Mustard Quartz Jasper,"2816 18 ST SW, Calgary",CA,Canada,Civil Engineering Construction,Commercial,Logistics
Test - Vale Bear Glacier,"207 HAMPSTEAD CI NW, Calgary",CA,Canada,Jewelry,Residential,Warehousing
Test - Foxglove Cascade Amethyst,"71 ROCKBLUFF CL NW, Calgary",CA,Canada,Building Construction,Commercial,Manufacturing
Test - Maple Alder Xylo,"6103 PENEDO WY SE, Calgary",CA,Canada,Quarrying,Agricultural,Recycling
Test - Emerald Saffron Dusk,"1740 47 AV SW, Calgary",CA,Canada,Arts & Entertainment,Agricultural,Recycling
Test - Lavender Dandelion Obsidian,"7 SKYVIEW RANCH CR NE, Calgary",CA,Canada,Health,Residential,Recycling
Test - Plateau Canyon Nickel,"200 NEW BRIGHTON LD SE, Calgary",CA,Canada,Recycling,Industrial,Logistics
Test - Ocean Geranium Grove,"2220 3 AV NW, Calgary",CA,Canada,Civics,Residential,Warehousing
Test - Ocelot Gale Tiger,"411 ST GEORGES DR NE, Calgary",CA,Canada,Building Construction,Agricultural,Logistics
Test - Gray Kyanite Beige,"8241 SADDLEBROOK DR NE, Calgary",CA,Canada,Books,Residential,Logistics
Test - Knoll Aurora Myrtle,"8 KINCORA VW NW, Calgary",CA,Canada,Hobby,Residential,Recycling
Test - Pearl Sand Flint,"5140 CORAL SHORES DR NE, Calgary",CA,Canada,Professional Services,Commercial,Logistics
Test - Alabaster Echo Pebble,"68 TREMBLANT TC SW, Calgary",CA,Canada,Rubber Products,Residential,Recycling
Test - Dogwood Olive Gold,"1414 45 ST SW, Calgary",CA,Canada,Wholesale Trade,Commercial,Warehousing
Test - Twilight Wave Periwinkle,"76 SUNLAKE RD SE, Calgary",CA,Canada,Entertainment,Agricultural,Recycling
Test - Azalea Burgundy Foxglove,"242 HENDON DR NW, Calgary",CA,Canada,Energy,Residential,Recycling
Test - Harsh Glacier Buttercup,"56 BERMONDSEY RD NW, Calgary",CA,Canada,Water Utilities,Residential,Recycling
Test - Falcon Periwinkle Bear,"170 SOMERVALE PT SW, Calgary",CA,Canada,Oil & Gas,Industrial,Warehousing
Test - Berry Lilac Zinnia,"14306 EVERGREEN ST SW, Calgary",CA,Canada,Biotechnology,Residential,Warehousing
Test - Ocean Knoll Khaki,"2433 31 AV SW, Calgary",CA,Canada,Solar Energy,Residential,Recycling
Test - Yak Acacia Orchid,"76 COVEPARK WY NE, Calgary",CA,Canada,Coal,Commercial,Warehousing
Test - Breeze Aurora Denim,"2507 34 AV NW, Calgary",CA,Canada,Technology,Residential,Manufacturing
Test - Knoll Ivory Lapis,"13 EDGEPARK PL NW, Calgary",CA,Canada,Food Manufacturing,Commercial,Recycling
Test - Wave Bramble Cloud,"88 HAMPTONS LI NW, Calgary",CA,Canada,Commodities,Commercial,Warehousing
Test - Whisper Lime Dawn,"91 EDGEBROOK CI NW, Calgary",CA,Canada,Leather,Residential,Manufacturing
Test - Elm Cypress Wind,"508 23 AV NE, Calgary",CA,Canada,Biotechnology,Residential,Logistics
Test - Rainforest Tide Amethyst,"1707 44 ST SE, Calgary",CA,Canada,Waste Management,Industrial,Warehousing
Test - River Silver Ice,"640 58 ST SE, Calgary",CA,Canada,Machinery Manufacturing,Industrial,Logistics
Test - Moon Kale Lemon,"4 GLAMORGAN DR SW, Calgary",CA,Canada,Oil & Gas,Commercial,Recycling
Test - Aurora Lightning Pond,"417 14 AV SE, Calgary",CA,Canada,Healthcare,Industrial,Warehousing
Test - Tide Stream Denim,"91 CITADEL PEAK CI NW, Calgary",CA,Canada,Food & Beverage,Industrial,Recycling
Test - Saffron Opal Coral,"53 AUBURN BAY AV SE, Calgary",CA,Canada,Farming,Commercial,Recycling
Test - Bright Woods Ultramarine,"309 DOUGLASDALE PT SE, Calgary",CA,Canada,Electronics,Agricultural,Recycling
Test - Bracken Sage Reef,"214 20 AV NW, Calgary",CA,Canada,Recycling,Residential,Manufacturing
Test - Ruby Flint Fawn,"77 SKYVIEW SPRINGS RD NE, Calgary",CA,Canada,Electricity,Industrial,Recycling
Test - Eagle Hill Verdant,"548 WILLOW BROOK DR SE, Calgary",CA,Canada,Textiles,Commercial,Recycling
Test - Ivy Heliotrope Citrine,"53 HIDDEN VALLEY CR NW, Calgary",CA,Canada,Medical Equipment & Services,Commercial,Manufacturing
Test - Redwood Kyanite Savannah,"417 HAWKSTONE DR NW, Calgary",CA,Canada,Commodities,Agricultural,Warehousing
Test - Laurel Lilac Navy,"119 WHITEVIEW CL NE, Calgary",CA,Canada,Technical and Scientific Activities,Residential,Recycling
Test - Tiger Sunflower Hill,"205 7A ST NE, Calgary",CA,Canada,Automotive Parts,Residential,Warehousing
Test - Amethyst Azalea Thunder,"269 SAGE MEADOWS PA NW, Calgary",CA,Canada,Printing,Industrial,Warehousing
Test - Fog Olive Nickel,"16 SUNMOUNT RI SE, Calgary",CA,Canada,Hunting,Residential,Logistics
Test - Boulder Acorn Volcano,"21 DEL MONICA VI NE, Calgary",CA,Canada,Hard Goods,Industrial,Warehousing
Test - Gulf Daisy Mulberry,"4015 1 ST SE, Calgary",CA,Canada,Rail Transportation,Industrial,Logistics
Test - Ursa Fuchsia Fawn,"4709 14 AV SE, Calgary",CA,Canada,Hunting,Residential,Logistics
Test - Isle Narwhal Dandelion,"23 MIDNAPORE PL SE, Calgary",CA,Canada,Textiles,Residential,Manufacturing
