name,address,country,country_name,sector,facility_type,processing_type
Test - Harsh Zircon Amethyst,"58 COUGARSTONE CR SW, Calgary",CA,Canada,Manufacturing,Industrial,Recycling
Test - Topaz Bracken Saffron,"2116 CHILCOTIN RD NW, Calgary",CA,Canada,Arts & Entertainment,Industrial,Logistics
Test - Rowan Peach Ginkgo,"33 TRASIMENO CR SW, Calgary",CA,Canada,Technology,Industrial,Manufacturing
Test - Ginkgo Iris Geranium,"13 PANORAMA HILLS CM NW, Calgary",CA,Canada,Storage,Agricultural,Warehousing
Test - Oak Burgundy Oasis,"32 BRIDLEWOOD GD SW, Calgary",CA,Canada,Crop Production,Residential,Warehousing
Test - Boulder Hickory Zephyr,"5612 37 ST SW, Calgary",CA,Canada,Footwear,Agricultural,Recycling
Test - Bamboo Tide Inlet,"51 DEERBROOK CR SE, Calgary",CA,Canada,Furniture,Industrial,Warehousing
Test - Tundra Sapphire Aloe,"2411 10 ST SW, Calgary",CA,Canada,Beauty Products,Commercial,Warehousing
Test - Juniper Twilight Onyx,"104 RIVERVIEW CL SE, Calgary",CA,Canada,Food,Agricultural,Recycling
Test - Daffodil Periwinkle Dogwood,"63 SCHOONER CL NW, Calgary",CA,Canada,Crop Production,Commercial,Manufacturing
Test - Aspen Pass Nickel,"15 MARYVALE PL NE, Calgary",CA,Canada,Arts,Commercial,Recycling
Test - Blaze Emerald Grove,"4904 21 AV NW, Calgary",CA,Canada,Durable Goods,Industrial,Manufacturing
Test - Harsh Redwood Panda,"212 SUNMOUNT BA SE, Calgary",CA,Canada,Durable Goods,Residential,Recycling
Test - Topaz Daisy Aspen,"10 DOUGLASVIEW PA SE, Calgary",CA,Canada,Educational Services,Industrial,Warehousing
Test - Shadow Yew Sky,"98 TARACOVE ESTATE DR NE, Calgary",CA,Canada,Recreation,Residential,Warehousing
Test - Sunflower Tundra Daffodil,"8640 47 AV NW, Calgary",CA,Canada,Crop Production,Agricultural,Logistics
Test - Hill Ursa Acorn,"20681 MAIN ST SE, Calgary",CA,Canada,Sporting Goods,Residential,Warehousing
Test - Dandelion Aspen Foxglove,"443 RUNDLELAWN WY NE, Calgary",CA,Canada,Metal Manufacturing,Residential,Recycling
