name,address,country,country_name,sector,facility_type,processing_type
Test - Slope Iris Emerald,"75 ERIN GROVE BA SE, Calgary",CA,Canada,Health,Commercial,Recycling
Test - Jade Birch Mahogany,"4207 15A ST SW, Calgary",CA,Canada,Health,Commercial,Warehousing
Test - Taupe Leaf Flame,"99 STRATHDALE CL SW, Calgary",CA,Canada,Maintenance,Agricultural,Recycling
Test - Mulberry Quartz Emerald,"76 REDSTONE BV NE, Calgary",CA,Canada,Toys,Residential,Manufacturing
Test - Knoll Hickory Alabaster,"2807 LIONEL CR SW, Calgary",CA,Canada,Rubber Products,Agricultural,Recycling
Test - Chestnut Copper Oak,"53 WALGROVE GD SE, Calgary",CA,Canada,Supplies Dealers,Commercial,Manufacturing
Test - Fawn Hemlock Volcano,"405 HUNTLEY WY NE, Calgary",CA,Canada,Technical Services,Agricultural,Warehousing
Test - Teak Saffron Rain,"68 STRADBROOKE RI SW, Calgary",CA,Canada,Home,Residential,Warehousing
Test - Mahogany Meadow Citrine,"208 MARTINDALE DR NE, Calgary",CA,Canada,Merchant Wholesalers,Residential,Manufacturing
Test - Cliff Emerald Feldspar,"3728 LOGAN CR SW, Calgary",CA,Canada,Mining,Industrial,Manufacturing
Test - Thyme Willow Oak,"1121B READER CR NE, Calgary",CA,Canada,Water Utilities,Agricultural,Recycling
Test - Hawthorn Fern Daffodil,"247 ANDERSON GV SW, Calgary",CA,Canada,Trucking,Residential,Warehousing
Test - Bamboo Bay Azure,"920 CRESCENT BV SW, Calgary",CA,Canada,Food Industry,Residential,Recycling
Test - Bear Desert Hemlock,"288 HAWKWOOD BV NW, Calgary",CA,Canada,Renting,Residential,Warehousing
Test - Hawthorn Rock Ginkgo,"135 PARKLAND PL SE, Calgary",CA,Canada,Logging,Industrial,Warehousing
Test - Mountain Aspen Bamboo,"98 ARBOUR SUMMIT CL NW, Calgary",CA,Canada,Ground Passenger Transportation,Commercial,Logistics
Test - Lagoon Iris Hickory,"1920 46 AV SW, Calgary",CA,Canada,Pipeline Transportation,Residential,Manufacturing
Test - Aspen Laurel Beige,"2018B 26A ST SW, Calgary",CA,Canada,Maritime Transportation,Industrial,Logistics
Test - Tempest Steppe Coral,"909 42 ST SW, Calgary",CA,Canada,Biotechnology,Agricultural,Recycling
Test - Ice Buff Topaz,"510 2 ST NE, Calgary",CA,Canada,Health,Industrial,Logistics
Test - Aurora Juniper Kyanite,"27 WALGROVE LD SE, Calgary",CA,Canada,Home Accessories,Commercial,Logistics
Test - Jasmine Diamond Mulberry,"116 OAKFERN WY SW, Calgary",CA,Canada,Tobacco Products,Commercial,Logistics
Test - Frost Bear Magenta,"10408 MAPLERIDGE CR SE, Calgary",CA,Canada,International Affairs,Commercial,Manufacturing
Test - Dogwood Daffodil Tangerine,"71 FALWOOD WY NE, Calgary",CA,Canada,Sports Equipment,Residential,Manufacturing
Test - Palm Lightning Elm,"12 RANCHLANDS PL NW, Calgary",CA,Canada,Tobacco Products,Agricultural,Logistics
Test - Mulberry Sassafras Emerald,"23 COVETTE GR NE, Calgary",CA,Canada,Personal Care Products,Residential,Logistics
Test - Bay Cougar Lime,"153 MACEWAN RIDGE VI NW, Calgary",CA,Canada,Electrical Devices,Industrial,Manufacturing
Test - Clover Fern Narwhal,"72 EDGEVIEW RD NW, Calgary",CA,Canada,Biotechnology,Agricultural,Logistics
Test - Carmine Lime Tiger,"19 ARBOUR CREST WY NW, Calgary",CA,Canada,Home Textiles,Residential,Manufacturing
Test - Pearl Emerald Daisy,"126 WALGROVE CV SE, Calgary",CA,Canada,Coal,Agricultural,Warehousing
Test - Verdant Eagle Cactus,"6020 MEMORIAL DR NE, Calgary",CA,Canada,Technical Services,Agricultural,Logistics
Test - Redwood Hematite Panda,"40 ABERDARE RD NE, Calgary",CA,Canada,Nursing,Agricultural,Recycling
Test - Tundra Mulberry Obsidian,"930 85 ST SW, Calgary",CA,Canada,Pharmaceuticals,Commercial,Manufacturing
Test - River Pass Emerald,"2007 GLENWOOD DR SW, Calgary",CA,Canada,Footwear,Industrial,Recycling
Test - River Elm Mistletoe,"168 ERIN DALE CR SE, Calgary",CA,Canada,Rail Transportation,Agricultural,Recycling
Test - Rain Hawk Swamp,"630 SOUTHLAND GR SW, Calgary",CA,Canada,Water Utilities,Agricultural,Recycling
Test - Burgundy Ocean Fir,"84 MIDRIDGE GD SE, Calgary",CA,Canada,Apparel,Commercial,Logistics
Test - Frost Honey Jade,"268 BERWICK DR NW, Calgary",CA,Canada,Solar Energy,Residential,Recycling
Test - Lightning Deer Woods,"2326 50 ST NE, Calgary",CA,Canada,Entertainment,Industrial,Logistics
Test - Redwood Kale Raspberry,"99 TUSCANY HILLS PA NW, Calgary",CA,Canada,Utilities,Industrial,Logistics
Test - Ebony Foxglove Ridge,"52 ERIN WOODS BV SE, Calgary",CA,Canada,Civics,Industrial,Logistics
Test - Jaguar Moon Reef,"248 EDCATH PL NW, Calgary",CA,Canada,Computers,Residential,Warehousing
Test - Delta Cliff Summit,"103 SAGE BLUFF RD NW, Calgary",CA,Canada,Equipment,Industrial,Warehousing
Test - Moose Laurel Estuary,"159 MACEWAN DR NW, Calgary",CA,Canada,Tobacco Products,Industrial,Warehousing
Test - Lilac Thyme Pearl,"60 MILLRISE CR SW, Calgary",CA,Canada,Finance,Residential,Logistics
Test - Spruce Forest Cedar,"4606 16A ST SW, Calgary",CA,Canada,Beverages,Industrial,Manufacturing
Test - Peak Falcon Flame,"83 SHERWOOD RO NW, Calgary",CA,Canada,Hard Goods,Residential,Warehousing
Test - Jaguar Jasmine Maple,"3520 DOVER RIDGE DR SE, Calgary",CA,Canada,Solar Energy,Commercial,Manufacturing
Test - Clover Iris Geranium,"114 MT MCKENZIE GD SE, Calgary",CA,Canada,Nursing,Industrial,Warehousing
Test - Grove Hematite Peach,"6319 BOWVIEW RD NW, Calgary",CA,Canada,Nursing,Industrial,Warehousing
Test - Shore Rose Yew,"68 RED EMBERS TC NE, Calgary",CA,Canada,Entertainment,Commercial,Logistics
Test - Meadow Prairie Ebony,"4520 BRITANNIA DR SW, Calgary",CA,Canada,Agriculture,Commercial,Manufacturing
Test - Blaze Mist Prairie,"209 SCENIC VIEW CL NW, Calgary",CA,Canada,Food Industry,Agricultural,Manufacturing
Test - Narwhal Teak Inlet,"390 SANDSTONE DR NW, Calgary",CA,Canada,Educational Services,Agricultural,Logistics
Test - Bamboo Myrtle Hill,"1114 LAKE CHRISTINA WY SE, Calgary",CA,Canada,Garden Tools,Agricultural,Warehousing
Test - Savannah Hazel Grove,"17 TUSCANY GLEN RD NW, Calgary",CA,Canada,Consumer Electronics,Agricultural,Logistics
Test - Palm Lilac Yak,"2527 CHARLEBOIS DR NW, Calgary",CA,Canada,Agriculture,Agricultural,Warehousing
Test - Steppe Cliff Charcoal,"203 DALMENY BA NW, Calgary",CA,Canada,Financial Services,Agricultural,Recycling
Test - Oasis Flame Zephyr,"182 LIVINGSTON AV NE, Calgary",CA,Canada,Textiles,Residential,Recycling
Test - Tempest Acorn Plateau,"60 CEDARGROVE RD SW, Calgary",CA,Canada,Electronic Product Manufacturing,Residential,Logistics
Test - Copper Chill Poplar,"72 SIERRA MORENA LD SW, Calgary",CA,Canada,Oil & Gas,Residential,Manufacturing
Test - Zephyr Periwinkle Hill,"677 WALGROVE BV SE, Calgary",CA,Canada,Animal Production,Residential,Warehousing
Test - Earth Jungle Quartz,"96 ABERFOYLE CL NE, Calgary",CA,Canada,Jewelry,Agricultural,Logistics
Test - Buff Kyanite Ravine,"1055 LAKE PLACID DR SE, Calgary",CA,Canada,Paper Products,Industrial,Warehousing
Test - Feldspar Inlet Peak,"27 STRATHLORNE BA SW, Calgary",CA,Canada,Pharmaceuticals,Agricultural,Warehousing
Test - Acorn Buff Stream,"6131 LOCKINVAR RD SW, Calgary",CA,Canada,Specialty Trade Contractors,Industrial,Warehousing
