name,address,country,country_name,sector,facility_type,processing_type
Test - Blaze Aspen Lapis,"10457 19 ST SW, Calgary",CA,Canada,Building Construction,Commercial,Recycling
Test - Gorilla Seal Orchid,"20 WESTPARK LI SW, Calgary",CA,Canada,Financial Services,Industrial,Logistics
Test - Topaz Quartz Frost,"129 INGLEWOOD GV SE, Calgary",CA,Canada,Nursing,Residential,Recycling
Test - Gulf Jaguar Lemon,"2310 OLYMPIA DR SE, Calgary",CA,Canada,Hard Goods,Agricultural,Manufacturing
Test - Zephyr Fire Zircon,"6421 BOW CR NW, Calgary",CA,Canada,Accommodation,Residential,Manufacturing
Test - Lagoon Reef Fern,"207 ARBOUR LAKE WY NW, Calgary",CA,Canada,Crop Production,Commercial,Warehousing
Test - Tamarind Storm Citrine,"2121 16 ST SW, Calgary",CA,Canada,Ground Passenger Transportation,Residential,Recycling
Test - Mustard Fawn Mist,"328 SUN VALLEY DR SE, Calgary",CA,Canada,Pharmaceuticals,Commercial,Logistics
Test - Poppy Indigo Copper,"316 FALSHIRE WY NE, Calgary",CA,Canada,Warehousing,Agricultural,Recycling
Test - Hawthorn Slope Walnut,"3344 BARRETT PL NW, Calgary",CA,Canada,Arts,Agricultural,Logistics
Test - Pass Beige Opal,"316 LYSANDER PL SE, Calgary",CA,Canada,Building Materials,Commercial,Manufacturing
Test - Desert Cypress Burgundy,"149 CRANARCH PL SE, Calgary",CA,Canada,Utilities,Residential,Recycling
Test - Alabaster Iris Geranium,"49 TUSCANY SPRINGS TC NW, Calgary",CA,Canada,Maintenance,Industrial,Manufacturing
Test - Cave Boulder Hill,"3764 136 AV NW, Calgary",CA,Canada,Civil Engineering Construction,Residential,Manufacturing
Test - Deer Navy Volcano,"112 SILVERGROVE MR NW, Calgary",CA,Canada,Electronic Product Manufacturing,Industrial,Warehousing
Test - Boulder Ridge Aloe,"1028 PROSPECT AV SW, Calgary",CA,Canada,Commodities,Commercial,Warehousing
Test - Oak Fog Sand,"2623 63 AV SW, Calgary",CA,Canada,Electrical Devices,Industrial,Manufacturing
Test - Ocean Falcon Peak,"816 RANCH ESTATES PL NW, Calgary",CA,Canada,Aerospace,Industrial,Warehousing
Test - Laurel Zebra Glare,"1522 10 AV SE, Calgary",CA,Canada,Home Accessories,Agricultural,Warehousing
Test - Pearl Mistletoe Bay,"763 PENBROOKE RD SE, Calgary",CA,Canada,Manufacturing,Industrial,Logistics
Test - Heliotrope Cypress Navy,"152 EDGEBANK CI NW, Calgary",CA,Canada,Construction,Residential,Recycling
Test - Fuchsia Lilac Yak,"127 EDGELAND RI NW, Calgary",CA,Canada,Gas,Agricultural,Manufacturing
Test - Jade Zircon Mountain,"143 EDGELAND RD NW, Calgary",CA,Canada,Research,Industrial,Logistics
Test - Delta Plateau Iris,"232 8A ST NE, Calgary",CA,Canada,Archives,Residential,Logistics
Test - Ice Ruby Wind,"220 TEMPLEWOOD PL NE, Calgary",CA,Canada,Farming,Agricultural,Recycling
Test - Narwhal Saffron Dusk,"225 11 AV NE, Calgary",CA,Canada,Waste Management,Commercial,Logistics
Test - Jasper Ivory Seal,"327 COACH RIDGE RI SW, Calgary",CA,Canada,Garden Tools,Industrial,Logistics
Test - Yellow Lilac Hill,"275 PANAMOUNT HL NW, Calgary",CA,Canada,Waste Management,Residential,Manufacturing
Test - Mustard Bramble Charcoal,"1037 1 AV NW, Calgary",CA,Canada,Educational Services,Commercial,Warehousing
Test - Copper Copper Ice,"121 BRIDLECREST ST SW, Calgary",CA,Canada,Beauty Products,Commercial,Logistics
Test - Wind Narwhal Magenta,"2119 66 AV SE, Calgary",CA,Canada,Financial Services,Industrial,Warehousing
Test - Vale Elm Antelope,"201 SIGNATURE WY SW, Calgary",CA,Canada,Air Transportation,Residential,Warehousing
Test - Marigold Bracken Lilac,"23 ANAHEIM CI NE, Calgary",CA,Canada,Hunting,Agricultural,Recycling
Test - Azure Zinnia Iris,"58 CASTLERIDGE DR NE, Calgary",CA,Canada,Coal,Industrial,Warehousing
Test - Nettle Twilight Hill,"3511 BOULTON RD NW, Calgary",CA,Canada,Utilities,Industrial,Recycling
Test - Gray Tempest Pine,"72 SHANNON CL SW, Calgary",CA,Canada,Textiles,Commercial,Warehousing
Test - Prairie Tiger Dandelion,"5115 30 AV SW, Calgary",CA,Canada,Logging,Agricultural,Recycling
Test - Ivory Marigold Maple,"3711 61 AV SW, Calgary",CA,Canada,Beverages,Industrial,Recycling
Test - Iris Cloud Rose,"300 COVEPARK RI NE, Calgary",CA,Canada,Renting,Commercial,Warehousing
Test - Mist Beige Savanna,"11 PRESTWICK GR SE, Calgary",CA,Canada,Rubber Products,Agricultural,Manufacturing
Test - Palm Walnut Obsidian,"195 DEER RIDGE WY SE, Calgary",CA,Canada,Automotive Parts,Commercial,Warehousing
Test - Redwood Yellow Crater,"48 COPPERPOND LD SE, Calgary",CA,Canada,Renewable Energy,Commercial,Logistics
Test - Buttercup Fir Hibiscus,"15 HARTFORD RD NW, Calgary",CA,Canada,Printing,Commercial,Recycling
Test - Yellow Ginkgo Slope,"376 STRATHCONA DR SW, Calgary",CA,Canada,Health,Agricultural,Logistics
Test - Birch Emerald Hill,"21 SILVERADO DR SW, Calgary",CA,Canada,Biotechnology,Agricultural,Manufacturing
Test - Quarry Emerald Jasmine,"132 BENNETT CR NW, Calgary",CA,Canada,Hard Goods,Residential,Manufacturing
Test - Forest Peak Rain,"45 ROYAL BIRKDALE DR NW, Calgary",CA,Canada,Financial Services,Residential,Logistics
Test - Bliss Savannah Berry,"239 TREMBLANT WY SW, Calgary",CA,Canada,Mining,Residential,Logistics
Test - Palm Cave Horizon,"20919 SETON WY SE, Calgary",CA,Canada,Arts,Commercial,Recycling
