name,address,country,country_name,sector,facility_type,processing_type
Test - Beige Boulder Lilac,"3324 CONSTABLE PL NW, Calgary",CA,Canada,Gas,Commercial,Warehousing
Test - Fog Ice Tornado,"214 COUGARSTONE CI SW, Calgary",CA,Canada,Parts Dealers,Residential,Logistics
Test - Mahogany Buff Viper,"8412 ADDISON DR SE, Calgary",CA,Canada,Rubber Products,Commercial,Manufacturing
Test - Plateau Frost Bracken,"66 MARQUIS GV SE, Calgary",CA,Canada,Educational Services,Commercial,Manufacturing
Test - Stone Reef Harsh,"4023 79 ST NW, Calgary",CA,Canada,Nursing,Industrial,Manufacturing
Test - Laurel Cloud Creek,"32 CHATHAM DR NW, Calgary",CA,Canada,Food Industry,Residential,Logistics
Test - Maple Dogwood Indigo,"98 COUGARSTONE CI SW, Calgary",CA,Canada,Supplies Dealers,Industrial,Recycling
Test - Emerald Mustard Earth,"36 CEDARWOOD BA SW, Calgary",CA,Canada,Technology,Agricultural,Recycling
Test - Laurel Hickory Flint,"1327 8 AV SE, Calgary",CA,Canada,Maintenance,Industrial,Warehousing
Test - Dogwood Verdant Saffron,"160 HOTCHKISS CM SE, Calgary",CA,Canada,Pipeline Transportation,Industrial,Manufacturing
Test - Emerald Volcano Hawthorn,"1115 9 ST SE, Calgary",CA,Canada,Parts Dealers,Commercial,Recycling
Test - Birch Onyx Tundra,"516 EVANSGLEN DR NW, Calgary",CA,Canada,Water Utilities,Residential,Recycling
Test - Tempest Oasis Ivory,"230 ROYAL OAK PL NW, Calgary",CA,Canada,Material Production,Agricultural,Warehousing
Test - Cliff Dusk Diamond,"14 HALLBROOK DR SW, Calgary",CA,Canada,Oil & Gas,Residential,Recycling
Test - Lapis Azure Pearl,"163 MIDLAND PL SE, Calgary",CA,Canada,Electronics,Agricultural,Manufacturing
Test - Ocean Harsh Cliff,"38 CITADEL MEADOW CR NW, Calgary",CA,Canada,Water Utilities,Commercial,Recycling
Test - Estuary Zebra Kyanite,"1209 RIVERDALE AV SW, Calgary",CA,Canada,Storage,Residential,Logistics
Test - Gorilla Zinnia Pond,"8 VARSCLIFF PL NW, Calgary",CA,Canada,Beverages,Industrial,Warehousing
Test - Periwinkle Volcano Ivory,"1303 13 AV SW, Calgary",CA,Canada,Financial Services,Agricultural,Logistics
Test - Mulberry Emerald Dune,"338 CRANFORD PA SE, Calgary",CA,Canada,Apparel Accessories,Agricultural,Recycling
Test - Myrtle Rowan Saffron,"15 DISCOVERY WOODS VI SW, Calgary",CA,Canada,Beverages,Agricultural,Logistics
Test - Sequoia Walnut Coral,"92 JOSEPH MARQUIS CR SW, Calgary",CA,Canada,Entertainment,Residential,Manufacturing
Test - Jasper Star Volcano,"182 PATTERSON BV SW, Calgary",CA,Canada,Repair,Agricultural,Warehousing
Test - Acacia Leopard Opal,"420 96 AV SE, Calgary",CA,Canada,Leather,Industrial,Manufacturing
Test - Dandelion Breeze Juniper,"9836 PALISTONE RD SW, Calgary",CA,Canada,Hunting,Industrial,Logistics
Test - Fawn Jade Zephyr,"35 COVECREEK PL NE, Calgary",CA,Canada,Warehousing,Residential,Logistics
Test - Harbor Bronze Opal,"331 ADAMS CR SE, Calgary",CA,Canada,Educational Services,Agricultural,Recycling
Test - Beige Reef Pine,"3 ALLANDALE CL SE, Calgary",CA,Canada,Beverages,Residential,Logistics
Test - Fir Daisy Aspen,"4027A 14 ST SE, Calgary",CA,Canada,Apparel Accessories,Agricultural,Manufacturing
Test - Hawk Hemlock Walnut,"347 94 AV SE, Calgary",CA,Canada,Quarrying,Commercial,Logistics
Test - Earth Zephyr Canyon,"83 HIDDEN GR NW, Calgary",CA,Canada,Furniture,Agricultural,Recycling
Test - Tundra Aspen Valley,"5024 VALLANCE CR NW, Calgary",CA,Canada,Supplies Dealers,Commercial,Warehousing
Test - Hazel Lapis Shadow,"29 TEMPLEHILL PL NE, Calgary",CA,Canada,Gas,Agricultural,Manufacturing
Test - Lemon Moose Earth,"14131 PARKSIDE DR SE, Calgary",CA,Canada,Coal,Commercial,Logistics
