name,address,country,country_name,sector,facility_type,processing_type
Test - Sky Rapid Beige,"4625 72 ST NW, Calgary",CA,Canada,Personal Care Products,Industrial,Warehousing
Test - Dogwood Copper Jasper,"1329 RIVERDALE AV SW, Calgary",CA,Canada,Automotive,Commercial,Warehousing
Test - Ursa Kiwi Amber,"1539 MARDALE WY NE, Calgary",CA,Canada,Building Construction,Commercial,Manufacturing
Test - Hawk Swamp Rock,"840 PARKWOOD DR SE, Calgary",CA,Canada,Food,Residential,Recycling
Test - Steppe Coral Ravine,"191 BRIDLEWOOD AV SW, Calgary",CA,Canada,Civics,Residential,Logistics
Test - Sky Bright Maple,"87 PANATELLA VW NW, Calgary",CA,Canada,Storage,Commercial,Recycling
Test - Hematite Carmine Steppe,"20 SILVERADO SADDLE CO SW, Calgary",CA,Canada,Parts Dealers,Industrial,Warehousing
Test - Acacia Grove Gale,"198 COPPERFIELD GD SE, Calgary",CA,Canada,Electronic Product Manufacturing,Agricultural,Warehousing
Test - Valley Woods Dawn,"1404 RUSSET RD NE, Calgary",CA,Canada,Energy,Agricultural,Manufacturing
Test - Leaf Aloe Sunflower,"1048 EVERRIDGE DR SW, Calgary",CA,Canada,Food Manufacturing,Residential,Recycling
Test - Jasmine Ice Grove,"3823 CENTRE A ST NE, Calgary",CA,Canada,Multi-Category,Agricultural,Logistics
Test - Redwood Bamboo Onyx,"140 SILVERADO WY SW, Calgary",CA,Canada,Research,Agricultural,Recycling
Test - Shore Yew Azalea,"43 COPPERFIELD CR SE, Calgary",CA,Canada,Health,Residential,Warehousing
Test - Heliotrope Tundra Mistletoe,"308 HAMPTONS DR NW, Calgary",CA,Canada,Manufacturing,Industrial,Warehousing
Test - Ebony Snow Alabaster,"94 EVERWOODS GR SW, Calgary",CA,Canada,Pharmaceuticals,Industrial,Manufacturing
Test - Bracken Tamarind Hibiscus,"53 DOVERCLIFFE WY SE, Calgary",CA,Canada,Electronic Product Manufacturing,Commercial,Logistics
Test - Violet Alder Hibiscus,"432 ROYAL BA NW, Calgary",CA,Canada,Personal Care Products,Agricultural,Manufacturing
Test - Valley Cougar Xylo,"3979 206 AV SE, Calgary",CA,Canada,Beauty Products,Industrial,Warehousing
Test - Forest Lilac Crater,"163 SILVERADO DR SW, Calgary",CA,Canada,Telecommunications,Commercial,Logistics
Test - Breeze Mustard Palm,"6 ARBOUR CREST HT NW, Calgary",CA,Canada,Pipeline Transportation,Agricultural,Logistics
Test - Tulip Berry Eagle,"7815 HUNTERVIEW DR NW, Calgary",CA,Canada,Electronics,Residential,Warehousing
Test - Grove Glare Tornado,"1304 PENSACOLA WY SE, Calgary",CA,Canada,Components,Commercial,Recycling
Test - Glacier Emerald Buff,"536 MANORA DR NE, Calgary",CA,Canada,Electronic Product Manufacturing,Agricultural,Logistics
Test - Thunder Lilac Violet,"52 DISCOVERY RIDGE RI SW, Calgary",CA,Canada,Hospitals,Agricultural,Warehousing
Test - Opal Sun Quartz,"10222 HAMPTONS BV NW, Calgary",CA,Canada,Utilities,Commercial,Warehousing
Test - Emerald Cedar Aloe,"4616 MONTALBAN DR NW, Calgary",CA,Canada,Automotive Parts,Commercial,Logistics
Test - Chestnut Aspen Elm,"326 ROCKYSPRING CI NW, Calgary",CA,Canada,Coal,Commercial,Recycling
