name,address,country,country_name,sector,facility_type,processing_type
Test - Birch Laurel Clover,"88 CHAPARRAL VALLEY TC SE, Calgary",CA,Canada,Financial Services,Agricultural,Manufacturing
Test - Zephyr Azalea Wind,"904 PANAMOUNT BV NW, Calgary",CA,Canada,Garden Tools,Industrial,Warehousing
Test - Cliff Plum Juniper,"3115 5A ST NW, Calgary",CA,Canada,Musical Instruments,Industrial,Recycling
Test - Peak Sky Fawn,"833 22 AV NW, Calgary",CA,Canada,Energy Production & Utilities,Agricultural,Recycling
Test - Mulberry Flame Fir,"114 AUBURN BAY HT SE, Calgary",CA,Canada,Textiles,Commercial,Warehousing
Test - Cascade Azalea Peony,"90 NEW BRIGHTON MR SE, Calgary",CA,Canada,Chemicals,Industrial,Logistics
Test - Steppe Ice Flame,"132 WHITEHILL PL NE, Calgary",CA,Canada,Water Utilities,Agricultural,Logistics
Test - Acacia Aspen Harbor,"301 EVERRIDGE DR SW, Calgary",CA,Canada,Furniture,Commercial,Warehousing
Test - Cactus Dogwood Ravine,"3 SOMERVALE PL SW, Calgary",CA,Canada,Manufacturing,Commercial,Warehousing
Test - Marigold Flint Storm,"1530 16 AV SW, Calgary",CA,Canada,Fishing,Residential,Warehousing
Test - Savanna Bracken Gulf,"819 17 AV NW, Calgary",CA,Canada,Technical and Scientific Activities,Residential,Recycling
Test - Violet Iris Pearl,"301 KINCORA DR NW, Calgary",CA,Canada,Computing Infrastructure,Industrial,Warehousing
Test - Bay Narwhal Onyx,"203 AUBURN SOUND VW SE, Calgary",CA,Canada,Commodities,Commercial,Warehousing
Test - Denim Cypress Delta,"208 PANATELLA VW NW, Calgary",CA,Canada,Crop Production,Commercial,Logistics
Test - Breeze Ruby Whisper,"5507 4 AV NE, Calgary",CA,Canada,Hospitals,Agricultural,Manufacturing
Test - Sky Coral Wolf,"132 CRANWELL CR SE, Calgary",CA,Canada,Computers,Commercial,Logistics
Test - Carnation Hickory Clover,"45 27 AV SW, Calgary",CA,Canada,Pipeline Transportation,Residential,Recycling
Test - Amethyst Carmine Stone,"151 EVERBROOK DR SW, Calgary",CA,Canada,Maintenance,Agricultural,Logistics
Test - Beige Fuchsia Nettle,"244V COUNTRY VILLAGE MR NE, Calgary",CA,Canada,Appliances,Residential,Manufacturing
Test - Honey Dune Aurora,"75 PANORAMA HILLS RD NW, Calgary",CA,Canada,Rail Transportation,Residential,Logistics
Test - Kyanite Rainforest Opal,"40 CRANWELL LN SE, Calgary",CA,Canada,Machinery Manufacturing,Industrial,Logistics
Test - Lime Foxglove Fawn,"1614 13 AV SW, Calgary",CA,Canada,Maintenance,Agricultural,Warehousing
Test - Zebra Berry Tamarind,"4032 44 AV NE, Calgary",CA,Canada,Telecommunications,Industrial,Manufacturing
Test - Dune Estuary Diamond,"1604 18 AV NW, Calgary",CA,Canada,Wholesale Trade,Industrial,Recycling
Test - Blaze Tamarind Khaki,"1284 ALPINE AV SW, Calgary",CA,Canada,Commodities,Agricultural,Warehousing
Test - Desert Fuchsia Sun,"2 SAGE VALLEY ME NW, Calgary",CA,Canada,Tobacco Products,Residential,Warehousing
Test - Mulberry Magnolia Tiger,"207 MARTIN CROSSING PL NE, Calgary",CA,Canada,Aquaculture,Commercial,Manufacturing
Test - Tide Violet Echo,"224 KINCORA DR NW, Calgary",CA,Canada,Agriculture,Commercial,Logistics
Test - Fuchsia Inlet Gold,"351 COPPERPOND CI SE, Calgary",CA,Canada,Manufacturing,Industrial,Recycling
Test - Gold Savannah Tangerine,"2210 15A ST SE, Calgary",CA,Canada,Educational Services,Commercial,Manufacturing
Test - Tempest Taupe Indigo,"708 8 AV SW, Calgary",CA,Canada,Apparel,Commercial,Logistics
Test - Bamboo Savanna Daisy,"1929 25 ST SW, Calgary",CA,Canada,Research,Industrial,Warehousing
Test - Xylo Birch Aspen,"94 BRIDLEWOOD ST SW, Calgary",CA,Canada,Metal Manufacturing,Commercial,Warehousing
Test - Moss Lavender Peach,"906 1 AV NW, Calgary",CA,Canada,Apparel Accessories,Agricultural,Recycling
Test - Periwinkle Bronze Chestnut,"53 EVEROAK DR SW, Calgary",CA,Canada,Parts Dealers,Industrial,Recycling
Test - Moose Vale Beige,"464 KINCORA BA NW, Calgary",CA,Canada,Research,Industrial,Recycling
Test - Rock Redwood Ravine,"1048 COPPERFIELD BV SE, Calgary",CA,Canada,Electronics,Agricultural,Logistics
Test - Bright Narwhal Quarry,"64 SANDSTONE RD NW, Calgary",CA,Canada,Trucking,Commercial,Manufacturing
Test - Heliotrope Mistletoe Blaze,"1121 39 ST SW, Calgary",CA,Canada,Building Materials,Commercial,Manufacturing
Test - Volcano Hawthorn Glacier,"291 CHAPALINA TC SE, Calgary",CA,Canada,Transportation Equipment,Residential,Recycling
Test - Rock Shore Valley,"14620 PARKLAND BV SE, Calgary",CA,Canada,Electronics,Agricultural,Recycling
Test - Cedar Reef Ravine,"109 SOMERGLEN CR SW, Calgary",CA,Canada,Water Utilities,Industrial,Recycling
Test - Tide Storm Thunder,"423 EVERRIDGE DR SW, Calgary",CA,Canada,Coal,Commercial,Manufacturing
Test - Aspen Mountain Ocelot,"61 EVERGLEN CL SW, Calgary",CA,Canada,Water Utilities,Industrial,Manufacturing
Test - Gorilla Grove Baobab,"111 TARAWOOD LN NE, Calgary",CA,Canada,Appliances,Industrial,Manufacturing
Test - Diamond Gold Acacia,"1032 1 AV NW, Calgary",CA,Canada,International Affairs,Commercial,Manufacturing
Test - Teak Juniper Hawk,"51 EVERCREEK BLUFFS PT SW, Calgary",CA,Canada,Commodities,Agricultural,Logistics
Test - Ginkgo Pass Raspberry,"145 SILVERADO RANCH MR SW, Calgary",CA,Canada,Technical and Scientific Activities,Industrial,Manufacturing
Test - Mistletoe Mulberry Verdant,"2601 20 ST SW, Calgary",CA,Canada,Food Industry,Industrial,Warehousing
Test - Amethyst Tornado Burgundy,"144 EVERGLEN GV SW, Calgary",CA,Canada,Warehousing,Industrial,Logistics
Test - Stone Hibiscus Aspen,"1539 PANATELLA BV NW, Calgary",CA,Canada,Merchant Wholesalers,Agricultural,Logistics
Test - Sunflower Magnolia Rapid,"23 VENTURA PL NE, Calgary",CA,Canada,Animal Production,Commercial,Recycling
Test - Eagle Redwood Grove,"251 RADCLIFFE PL SE, Calgary",CA,Canada,Home,Industrial,Manufacturing
