name,address,country,country_name,sector,facility_type,processing_type
Test - Acacia Hazel Tangerine,"184 LEGACY REACH MR SE, Calgary",CA,Canada,Air Transportation,Commercial,Manufacturing
Test - River Pine Savanna,"23 LYNX MEADOWS CO NW, Calgary",CA,Canada,Maintenance,Agricultural,Logistics
Test - Alabaster Beech Eagle,"47 HARVEST GLEN RI NE, Calgary",CA,Canada,Apparel,Residential,Recycling
Test - Reef Hazel Kale,"426 CRANFORD DR SE, Calgary",CA,Canada,Warehousing,Industrial,Manufacturing
Test - Dune Quartz Panda,"99 SILVERADO PLAINS CI SW, Calgary",CA,Canada,Electronics,Commercial,Logistics
Test - Mustard Hematite Citrine,"44 EVANSRIDGE CL NW, Calgary",CA,Canada,Beauty Products,Commercial,Recycling
Test - Quarry Ivory Fire,"10117 WEST VALLEY RD SW, Calgary",CA,Canada,Archives,Commercial,Recycling
Test - Canyon Frost Koala,"4 EVERGREEN CL SW, Calgary",CA,Canada,Water Utilities,Industrial,Recycling
Test - Amaranth Storm Hawk,"3429 DOVERTHORN RD SE, Calgary",CA,Canada,Metal Manufacturing,Commercial,Recycling
Test - Ridge Emerald Jasper,"96 ABBERFIELD CR NE, Calgary",CA,Canada,Aerospace,Residential,Recycling
Test - Hibiscus Wind Navy,"24R VALLEY CREST GD NW, Calgary",CA,Canada,Entertainment,Commercial,Logistics
Test - Bright Creek Wind,"2976 HIDDEN RANCH WY NW, Calgary",CA,Canada,Civil Engineering Construction,Industrial,Warehousing
Test - Narwhal Sun Emerald,"3236 RAE CR SE, Calgary",CA,Canada,Garden Tools,Residential,Manufacturing
Test - Shore Sunflower Glare,"122 TUSCANY SUMMIT GV NW, Calgary",CA,Canada,Technical and Scientific Activities,Industrial,Logistics
Test - Hickory Malachite Coral,"4053 CORNERSTONE BV NE, Calgary",CA,Canada,International Affairs,Commercial,Warehousing
Test - Gorilla Ivory Emerald,"719 51 AV SW, Calgary",CA,Canada,Material Production,Agricultural,Recycling
Test - Honey Yellow Pearl,"152 SIMCOE CL SW, Calgary",CA,Canada,Telecommunications,Agricultural,Logistics
Test - Emerald Sapphire Grove,"5603 BUCKTHORN RD NW, Calgary",CA,Canada,Food & Beverage,Agricultural,Warehousing
Test - Tundra Pond Geranium,"102 BRIGHTONWOODS GV SE, Calgary",CA,Canada,Utilities,Agricultural,Warehousing
Test - Gorilla Hawthorn Thunder,"956 PARKVALLEY WY SE, Calgary",CA,Canada,Oil & Gas,Agricultural,Manufacturing
