name,address,country,country_name,sector,facility_type,processing_type
Test - Buttercup Stream Indigo,"85 MT DOUGLAS CI SE, Calgary",CA,Canada,Entertainment,Industrial,Warehousing
Test - Eagle Alder Hickory,"5012 8 AV SE, Calgary",CA,Canada,Accommodation,Agricultural,Recycling
Test - Mulberry Geranium Gale,"16 BRIDLEWOOD RD SW, Calgary",CA,Canada,Equipment,Commercial,Logistics
Test - Wisteria Plateau Rosewood,"163 BERWICK DR NW, Calgary",CA,Canada,Pharmaceuticals,Commercial,Recycling
Test - Moss Amaranth Navy,"22 MAGNOLIA MR SE, Calgary",CA,Canada,Oil & Gas,Industrial,Manufacturing
Test - Rowan Acacia Ravine,"149 BELMONT VI SW, Calgary",CA,Canada,Arts,Commercial,Manufacturing
Test - Peach Viper Harbor,"2411 36 ST SW, Calgary",CA,Canada,Solar Energy,Agricultural,Warehousing
Test - Gorilla Rock Mistletoe,"508 ABOYNE CR NE, Calgary",CA,Canada,Telecommunications,Residential,Logistics
Test - Slope Palm Juniper,"7967 LAGUNA WY NE, Calgary",CA,Canada,Aerospace,Industrial,Manufacturing
Test - Whisper Ruby Peach,"42 ROYAL CREST PT NW, Calgary",CA,Canada,Home Furnishings,Agricultural,Logistics
Test - Juniper Nettle Elm,"6523 LAKEVIEW DR SW, Calgary",CA,Canada,Electronic Product Manufacturing,Agricultural,Manufacturing
Test - Amethyst Fire Jaguar,"48 VERSANT PT SW, Calgary",CA,Canada,Archives,Commercial,Recycling
Test - Ocean Emerald Dandelion,"65 LUCAS PL NW, Calgary",CA,Canada,Tobacco Products,Commercial,Logistics
Test - Elder Carmine Cascade,"3703 RICHMOND RD SW, Calgary",CA,Canada,Utilities,Commercial,Manufacturing
Test - Lapis Pine Dusk,"93 HUNTERHORN CR NE, Calgary",CA,Canada,Entertainment,Commercial,Manufacturing
Test - Quartz Twilight Charcoal,"3804 8 ST SW, Calgary",CA,Canada,Hard Goods,Commercial,Warehousing
Test - Lightning Chill Antelope,"78 BLUEROCK HL SW, Calgary",CA,Canada,Electronics,Industrial,Warehousing
Test - Coral Obsidian Shadow,"356 ASHLEY CR SE, Calgary",CA,Canada,Building Materials,Commercial,Recycling
Test - Sassafras Tamarind Topaz,"1437 23 ST SW, Calgary",CA,Canada,Arts,Agricultural,Warehousing
Test - Lilac Slope Buff,"27 ABERDARE WY NE, Calgary",CA,Canada,Hobby,Residential,Manufacturing
Test - Horizon Tornado Poppy,"107 BERWICK WY NW, Calgary",CA,Canada,Merchant Wholesalers,Residential,Manufacturing
Test - Quartz Cascade Rainforest,"60 TUSCANY RIDGE GR NW, Calgary",CA,Canada,Warehousing,Residential,Logistics
Test - Wisteria Amaranth Rosewood,"111 MAITLAND RD NE, Calgary",CA,Canada,Repair,Agricultural,Recycling
Test - Aspen Olive Lagoon,"244 SUNMOUNT BA SE, Calgary",CA,Canada,Solar Energy,Industrial,Recycling
Test - Poppy Carnation Birch,"206 19 ST NW, Calgary",CA,Canada,Manufacturing,Residential,Warehousing
Test - Delta Lagoon Dusk,"8 FALLINGWORTH PL NE, Calgary",CA,Canada,Merchant Wholesalers,Industrial,Logistics
Test - Viper Clover Wisteria,"1707 58 ST NE, Calgary",CA,Canada,Mining,Agricultural,Logistics
Test - Verdant Coral Yellow,"3516 BOULTON RD NW, Calgary",CA,Canada,Garden Tools,Residential,Warehousing
Test - Xylo Olive Foxglove,"4908 VICEROY PL NW, Calgary",CA,Canada,Hospitals,Commercial,Warehousing
Test - Acacia Indigo Ivy,"3838 12 ST SW, Calgary",CA,Canada,Aquaculture,Commercial,Manufacturing
Test - Clover Dune Mistletoe,"503 44 ST SE, Calgary",CA,Canada,Hobby,Commercial,Manufacturing
Test - Shadow Hematite Cascade,"13 TUSCANY HILLS CR NW, Calgary",CA,Canada,Energy,Industrial,Recycling
Test - Hickory Ginkgo Nutmeg,"815 23 AV NW, Calgary",CA,Canada,Home Accessories,Agricultural,Manufacturing
Test - Tulip Cedar Buttercup,"93 ARBOUR CREST CI NW, Calgary",CA,Canada,Professional Services,Commercial,Logistics
Test - Zephyr Ravine Gray,"109 SCHILLER BA NW, Calgary",CA,Canada,Home Textiles,Agricultural,Warehousing
