name,address,country,country_name,sector,facility_type,processing_type
Test - Crater Bramble Plum,"904 36A ST NW, Calgary",CA,Canada,Home Furnishings,Commercial,Recycling
Test - Maple Marigold Eagle,"15 MCKENNA CR SE, Calgary",CA,Canada,Hobby,Commercial,Logistics
Test - Forest Fog Juniper,"636 MAIDSTONE DR NE, Calgary",CA,Canada,Recreation,Industrial,Warehousing
Test - Flame Peony Sun,"20 VARCREST PL NW, Calgary",CA,Canada,Appliances,Agricultural,Recycling
Test - Tempest Hawk Emerald,"120 COVEPARK DR NE, Calgary",CA,Canada,Equipment,Agricultural,Logistics
Test - Glare Quarry Mulberry,"3025B SPILLER RD SE, Calgary",CA,Canada,Manufacturing,Commercial,Logistics
Test - Hemlock Buttercup Peak,"5904 MADDOCK DR NE, Calgary",CA,Canada,Furniture,Commercial,Manufacturing
Test - Magnolia Hill Acorn,"9 CEDARWOOD RI SW, Calgary",CA,Canada,Books,Industrial,Recycling
Test - Emerald Ursa Oasis,"908 30 AV NW, Calgary",CA,Canada,Telecommunications,Agricultural,Warehousing
Test - Quartz Carmine Mulberry,"7 WOODGREEN PL SW, Calgary",CA,Canada,Recycling,Residential,Recycling
Test - Savanna Khaki Juniper,"52 PATTERSON CR SW, Calgary",CA,Canada,Energy Production & Utilities,Commercial,Manufacturing
Test - Deer Beech Burgundy,"12 WOODGROVE CR SW, Calgary",CA,Canada,Supplies Dealers,Residential,Recycling
Test - Xylo Chestnut Marigold,"154 YORKSTONE WY SW, Calgary",CA,Canada,Maritime Transportation,Residential,Logistics
Test - Estuary Creek Malachite,"138 MCKENZIE LAKE CV SE, Calgary",CA,Canada,Wood Products,Agricultural,Logistics
Test - Elder Flint Clover,"978 MARCOMBE DR NE, Calgary",CA,Canada,Crop Production,Agricultural,Recycling
Test - Amaranth Ursa Sage,"4316 BRITANNIA DR SW, Calgary",CA,Canada,Healthcare,Residential,Recycling
Test - Redwood Jade Khaki,"755 WILLAMETTE DR SE, Calgary",CA,Canada,Technology,Commercial,Manufacturing
Test - Nickel Fern Rowan,"36 DEERFIELD CI SE, Calgary",CA,Canada,Sports Equipment,Residential,Manufacturing
Test - Dawn Magenta Flame,"7224 21 ST SE, Calgary",CA,Canada,Durable Goods,Agricultural,Recycling
Test - Zebra Poppy Rosewood,"56 WOODPARK CL SW, Calgary",CA,Canada,Oil & Gas,Agricultural,Logistics
Test - Laurel Gulf Hickory,"27 WALDEN TC SE, Calgary",CA,Canada,Food Industry,Industrial,Manufacturing
Test - Acorn Sunflower Tide,"23 SANDARAC WY NW, Calgary",CA,Canada,General Merchandise,Industrial,Recycling
Test - Olive Cedar Bright,"269 CREEKSTONE PH SW, Calgary",CA,Canada,Pharmaceuticals,Commercial,Manufacturing
Test - Glacier Amaranth Quartz,"127 MAIDSTONE WY NE, Calgary",CA,Canada,Civics,Residential,Logistics
Test - Panda Myrtle Aspen,"505 21 AV NE, Calgary",CA,Canada,Aerospace,Residential,Warehousing
Test - Delta Sapphire Lime,"14227 EVERGREEN ST SW, Calgary",CA,Canada,Appliances,Commercial,Warehousing
Test - Rock Wander Aurora,"1539 51 ST SE, Calgary",CA,Canada,Hard Goods,Residential,Warehousing
Test - Harsh Tamarind Cypress,"56 CRANBROOK CA SE, Calgary",CA,Canada,Components,Residential,Manufacturing
Test - Bramble Tundra Lagoon,"2512 CHICOUTIMI DR NW, Calgary",CA,Canada,Repair,Industrial,Manufacturing
Test - Violet Acacia Grove,"1104 VARSITY ESTATES RI NW, Calgary",CA,Canada,Utilities,Residential,Recycling
Test - Alder Frost Bay,"632 BRACEWOOD DR SW, Calgary",CA,Canada,Sporting Goods,Industrial,Manufacturing
Test - Prairie Onyx Forest,"10808 BRAE PL SW, Calgary",CA,Canada,Aerospace,Residential,Warehousing
Test - Ultramarine Steppe Hawthorn,"245 EDITH PL NW, Calgary",CA,Canada,Building Construction,Agricultural,Logistics
Test - Quarry Delta Navy,"115 HUNTINGTON PARK GR NW, Calgary",CA,Canada,Repair,Industrial,Recycling
Test - Tundra Wolf Emerald,"412 WOODHAVEN BA SW, Calgary",CA,Canada,Biotechnology,Commercial,Logistics
Test - Twilight Steppe Pond,"93 EDITH ME NW, Calgary",CA,Canada,Banking,Industrial,Logistics
Test - Savannah Thunder Berry,"240 28 AV NW, Calgary",CA,Canada,Mining,Commercial,Recycling
Test - Spruce Valley Volcano,"1635 23 AV NW, Calgary",CA,Canada,Multi-Category,Residential,Logistics
Test - Copper Sassafras Cliff,"523 WILDERNESS DR SE, Calgary",CA,Canada,Renting,Agricultural,Logistics
Test - Bright Wisteria Daisy,"2001 REDWOOD CR SE, Calgary",CA,Canada,Computing Infrastructure,Industrial,Warehousing
Test - Hill Pond Dune,"191 SUNMILLS DR SE, Calgary",CA,Canada,Sporting Goods,Commercial,Recycling
Test - Creek Bay Estuary,"188 SUN VALLEY DR SE, Calgary",CA,Canada,Computers,Industrial,Recycling
Test - Tide Nickel Iris,"50 SOMERSET CR SW, Calgary",CA,Canada,Consumer Products,Commercial,Warehousing
Test - Olive Ultramarine Cascade,"404 SANDRINGHAM PL NW, Calgary",CA,Canada,Footwear,Industrial,Logistics
Test - Dune Nettle Lapis,"515 THORNEYCROFT DR NW, Calgary",CA,Canada,Technology,Residential,Logistics
Test - Ocelot Charcoal Emerald,"6606 37 ST SW, Calgary",CA,Canada,Hunting,Commercial,Manufacturing
Test - Eagle Bramble Jaguar,"515 48 AV SW, Calgary",CA,Canada,Sports Equipment,Residential,Logistics
Test - River Sassafras Rain,"36 LEWISTON CM NE, Calgary",CA,Canada,Home Accessories,Commercial,Manufacturing
Test - Coral Harsh Ravine,"390 CORNER MEADOWS WY NE, Calgary",CA,Canada,Wholesale Trade,Commercial,Manufacturing
Test - Seal Light Redwood,"323 LUCAS WY NW, Calgary",CA,Canada,Wholesale Trade,Commercial,Recycling
Test - Fog Reef Aloe,"531 CORNERSTONE AV NE, Calgary",CA,Canada,Books,Industrial,Warehousing
Test - Boulder Gulf Berry,"129 SHAWNEE RI SW, Calgary",CA,Canada,Apparel Accessories,Agricultural,Warehousing
Test - Emerald Hawthorn Moss,"104 BERWICK HL NW, Calgary",CA,Canada,Leather,Commercial,Logistics
Test - Foxglove Echo Bright,"24 CITADEL HILLS GR NW, Calgary",CA,Canada,Food Manufacturing,Industrial,Recycling
Test - Bliss Daisy Quartz,"4056 46 ST SW, Calgary",CA,Canada,Arts,Residential,Logistics
Test - Juniper Ultramarine Dawn,"81 COVEPARK CR NE, Calgary",CA,Canada,Parts Dealers,Industrial,Logistics
Test - Fog Antelope Ridge,"109 VALLEY CREEK PL NW, Calgary",CA,Canada,Utilities,Agricultural,Manufacturing
Test - Orchid Sassafras Juniper,"54 SUNDOWN CL SE, Calgary",CA,Canada,Automotive,Residential,Recycling
Test - Cedar Pebble Tempest,"104 MACEWAN MEADOW CR NW, Calgary",CA,Canada,Aquaculture,Commercial,Logistics
Test - Tulip Poppy Diamond,"108 SCHUBERT HL NW, Calgary",CA,Canada,Air Transportation,Industrial,Manufacturing
Test - Gray Pond Fir,"246 ROWLEY WY NW, Calgary",CA,Canada,Computing Infrastructure,Residential,Warehousing
Test - Sand Berry Poplar,"23 SAVANNA VI NE, Calgary",CA,Canada,Appliances,Agricultural,Logistics
Test - Palm Redwood Hill,"25 SHAWINIGAN WY SW, Calgary",CA,Canada,Air Transportation,Industrial,Manufacturing
Test - Ultramarine Breeze Iris,"339 46 AV SW, Calgary",CA,Canada,Arts,Residential,Logistics
Test - Bay Willow Marigold,"220 STRAVANAN BA SW, Calgary",CA,Canada,Coal,Industrial,Warehousing
Test - Zircon Wind Citrine,"318 SAVANNA TC NE, Calgary",CA,Canada,Finance,Commercial,Logistics
Test - Leaf Bliss Lime,"66 CROMWELL AV NW, Calgary",CA,Canada,Healthcare,Industrial,Recycling
Test - Magenta Clover Wisteria,"1411 SUNWOOD RD SE, Calgary",CA,Canada,Aerospace,Commercial,Recycling
Test - Ivy Kyanite Oasis,"827 PARKRIDGE RD SE, Calgary",CA,Canada,Durable Goods,Industrial,Logistics
Test - Gulf Maple Cascade,"415 24 AV NW, Calgary",CA,Canada,Mining,Residential,Warehousing
Test - Ivy Tiger Buttercup,"4940 VICEROY DR NW, Calgary",CA,Canada,Forestry,Agricultural,Manufacturing
Test - Mustard Vale Forest,"11435 WILKES RD SE, Calgary",CA,Canada,Solar Energy,Commercial,Logistics
Test - Hickory Emerald Khaki,"2211 LINCOLN DR SW, Calgary",CA,Canada,Agriculture,Industrial,Logistics
Test - Koala Geranium Grove,"74 CARRINGSBY WY NW, Calgary",CA,Canada,Ground Passenger Transportation,Commercial,Recycling
Test - Cloud Orchid Ravine,"79 BEDFIELD CL NE, Calgary",CA,Canada,Electronic Product Manufacturing,Agricultural,Manufacturing
Test - Pass Tamarind Cave,"44 MCKERNAN CO SE, Calgary",CA,Canada,Energy,Residential,Recycling
Test - Grove Ivory Ultramarine,"263 WESTMINSTER DR SW, Calgary",CA,Canada,Building Materials,Agricultural,Manufacturing
Test - Tiger Flint Periwinkle,"1428 15 ST SE, Calgary",CA,Canada,Footwear,Residential,Manufacturing
Test - Steppe Boulder Narwhal,"14 BRIDLECREEK TC SW, Calgary",CA,Canada,Metal Manufacturing,Agricultural,Warehousing
Test - Myrtle Woods Maple,"723 SABRINA RD SW, Calgary",CA,Canada,Wood Products,Commercial,Warehousing
Test - Rapid Dawn Palm,"4244 DOVERVIEW DR SE, Calgary",CA,Canada,Appliances,Commercial,Logistics
Test - Ravine Savannah Ivory,"2743 CRAWFORD RD NW, Calgary",CA,Canada,Water Utilities,Commercial,Warehousing
Test - Tangerine Sassafras Cascade,"301 REDSTONE BV NE, Calgary",CA,Canada,Supplies Dealers,Residential,Manufacturing
Test - Amethyst Alabaster Leaf,"105 LEGACY GLEN CI SE, Calgary",CA,Canada,Apparel Accessories,Commercial,Recycling
Test - Ruby Verdant Inlet,"31 SORREL PL SW, Calgary",CA,Canada,Beverages,Residential,Logistics
Test - Dandelion Daisy Dandelion,"43 TUSCANY VALLEY LN NW, Calgary",CA,Canada,Rubber Products,Residential,Logistics
Test - Emerald Bracken Pearl,"2015 URBANA RD NW, Calgary",CA,Canada,Automotive,Commercial,Recycling
Test - Poppy Ocean Sequoia,"158 SPRINGWOOD DR SW, Calgary",CA,Canada,Logging,Residential,Warehousing
Test - River Sun Birch,"11204 BRAESIDE DR SW, Calgary",CA,Canada,Recycling,Commercial,Manufacturing
Test - Cypress Bramble Horizon,"85 LEGACY GLEN CI SE, Calgary",CA,Canada,Rail Transportation,Industrial,Manufacturing
Test - Pine Malachite Geranium,"1523 35 ST SE, Calgary",CA,Canada,Appliances,Residential,Manufacturing
Test - Rosewood Willow Moose,"318 APPLEWOOD DR SE, Calgary",CA,Canada,Personal Care Products,Industrial,Recycling
Test - Hematite Cypress Zinnia,"29 HIDDEN RANCH BV NW, Calgary",CA,Canada,Water Utilities,Industrial,Recycling
Test - Poppy Xylo Steppe,"173 CARRINGTON BV NW, Calgary",CA,Canada,Technology,Residential,Warehousing
Test - Seal Rowan Falcon,"169 SCRIPPS LD NW, Calgary",CA,Canada,Educational Services,Agricultural,Warehousing
Test - Earth Raspberry Dusk,"1612 23 ST NW, Calgary",CA,Canada,Entertainment,Agricultural,Recycling
Test - Citrine Seal Sassafras,"142 LIVINGSTON AV NE, Calgary",CA,Canada,Wholesale Trade,Residential,Warehousing
Test - Aspen Violet Shadow,"36 NOLANCLIFF PL NW, Calgary",CA,Canada,Supplies Dealers,Commercial,Recycling
Test - Plateau Jaguar Myrtle,"214 PANORAMA HILLS LN NW, Calgary",CA,Canada,Furniture,Industrial,Manufacturing
Test - Magenta Burgundy River,"228 QUEENSLAND RD SE, Calgary",CA,Canada,Printing,Commercial,Recycling
Test - Rowan Glare Dandelion,"86 MT DOUGLAS VI SE, Calgary",CA,Canada,Textiles,Agricultural,Manufacturing
Test - Magnolia Rapid Ivy,"5318 TEMPLE RD NE, Calgary",CA,Canada,Technology,Residential,Recycling
Test - Eagle Dune Wander,"30 11 ST NE, Calgary",CA,Canada,Gas,Agricultural,Manufacturing
Test - Boulder Rose Ridge,"3432 56 ST NE, Calgary",CA,Canada,Automotive,Agricultural,Recycling
Test - Wolf Poppy Poplar,"607 SEYMOUR AV SW, Calgary",CA,Canada,Consumer Products,Commercial,Recycling
Test - Boulder Leopard Volcano,"26 TUSCARORA WY NW, Calgary",CA,Canada,Sporting Goods,Agricultural,Recycling
Test - Xylo Storm Shore,"144 WOODHAVEN CR SW, Calgary",CA,Canada,Sports Equipment,Agricultural,Warehousing
Test - Tulip Tamarind Zebra,"152 DEERBOW CI SE, Calgary",CA,Canada,Appliances,Commercial,Logistics
Test - Grove Ivory Ursa,"523 34A ST NW, Calgary",CA,Canada,Mining,Industrial,Recycling
Test - Lagoon Emerald Azalea,"88 MARTINBROOK RD NE, Calgary",CA,Canada,Consumer Products,Commercial,Warehousing
Test - Diamond Sapphire Delta,"548 SAGE HILL BV NW, Calgary",CA,Canada,Hard Goods,Agricultural,Manufacturing
Test - Tundra Sun Oasis,"38 SOMERGLEN PA SW, Calgary",CA,Canada,Technology,Industrial,Warehousing
Test - Juniper Hematite Sand,"296 SAVANNA WY NE, Calgary",CA,Canada,Coal,Residential,Warehousing
Test - Creek Khaki Cave,"64 STRATHEARN CR SW, Calgary",CA,Canada,Nursing,Residential,Manufacturing
Test - Elder Magenta Flame,"3615 UTAH DR NW, Calgary",CA,Canada,Forestry,Agricultural,Warehousing
Test - Verdant Lapis Aspen,"243 CORNER MEADOWS AV NE, Calgary",CA,Canada,Automotive,Residential,Recycling
Test - Rosewood Lime Opal,"249 WINDERMERE RD SW, Calgary",CA,Canada,Renting,Residential,Warehousing
Test - Lavender Ivy Gold,"1712 SUFFOLK ST SW, Calgary",CA,Canada,Warehousing,Agricultural,Recycling
Test - Fire Yew Bright,"6140 TWEED ST NE, Calgary",CA,Canada,Technology,Industrial,Recycling
Test - Volcano Wolf Cliff,"7040 SILVERVIEW DR NW, Calgary",CA,Canada,Maintenance,Commercial,Warehousing
Test - Hill Foxglove Dogwood,"1327 19 AV NW, Calgary",CA,Canada,Plastics,Residential,Recycling
Test - Flint Glare Harsh,"1172 LAKE SUNDANCE CR SE, Calgary",CA,Canada,Coal,Residential,Manufacturing
Test - Moss Frost Cloud,"4 WALDEN LN SE, Calgary",CA,Canada,Recreation,Residential,Manufacturing
Test - Prairie Tangerine Fire,"847 RIVERBEND DR SE, Calgary",CA,Canada,Energy Production & Utilities,Commercial,Logistics
Test - Silver Heliotrope Clover,"88 APPLEMONT CL SE, Calgary",CA,Canada,Energy,Industrial,Warehousing
Test - Walnut Citrine Harsh,"181 SCANLON HL NW, Calgary",CA,Canada,Aquaculture,Residential,Recycling
Test - Ebony Marigold Hickory,"227 SOUTHLAND DR SE, Calgary",CA,Canada,Mining,Industrial,Warehousing
