name,address,country,country_name,sector,facility_type,processing_type
Test - Zinnia Boulder Flint,"3025 NEW BRIGHTON GV SE, Calgary",CA,Canada,Multi-Category,Industrial,Warehousing
Test - Coral Daffodil Teak,"288 ASPEN HILLS CL SW, Calgary",CA,Canada,Transportation Equipment,Industrial,Logistics
Test - Breeze Flame Nutmeg,"155 CRESTMONT DR SW, Calgary",CA,Canada,Toys,Commercial,Manufacturing
Test - Ruby Quartz Harbor,"9 WOODMARK PL SW, Calgary",CA,Canada,Professional Services,Residential,Warehousing
Test - Fern Emerald Diamond,"320 DOUGLAS RIDGE GR SE, Calgary",CA,Canada,Archives,Industrial,Recycling
Test - Flame Copper Jaguar,"22 CRANWELL SQ SE, Calgary",CA,Canada,Food Industry,Industrial,Warehousing
Test - Acacia Tornado Stream,"65 CRANFORD GD SE, Calgary",CA,Canada,Ground Passenger Transportation,Industrial,Warehousing
Test - Falcon Alabaster Gorilla,"8990 34 AV SE, Calgary",CA,Canada,Energy Production & Utilities,Agricultural,Warehousing
Test - Summit Whisper Ultramarine,"158 BRIDLERIDGE WY SW, Calgary",CA,Canada,Nursing,Residential,Recycling
Test - Birch Zephyr Bay,"21362 SHERIFF KING ST SW, Calgary",CA,Canada,Solar Energy,Agricultural,Recycling
Test - Ivory Hill Hawthorn,"149 DOVERCLIFFE CL SE, Calgary",CA,Canada,Energy,Agricultural,Logistics
Test - Honey Volcano Isle,"127 HIDDEN RANCH PL NW, Calgary",CA,Canada,Utilities,Commercial,Manufacturing
Test - Coral Tundra Sun,"2006 11 AV SW, Calgary",CA,Canada,Rubber Products,Commercial,Logistics
Test - Dawn Whisper Summit,"654 COPPERPOND BV SE, Calgary",CA,Canada,Food,Residential,Warehousing
Test - Bay Saffron Bamboo,"43 RIVERSTONE CR SE, Calgary",CA,Canada,Rail Transportation,Agricultural,Logistics
Test - Bronze Amber Olive,"3515 18 ST SW, Calgary",CA,Canada,Medical Equipment & Services,Residential,Recycling
Test - Kyanite Valley Isle,"228 HIDDEN VALLEY MR NW, Calgary",CA,Canada,Electrical Devices,Commercial,Warehousing
Test - Fire Tornado Pebble,"1515 21 ST NW, Calgary",CA,Canada,Technical and Scientific Activities,Industrial,Logistics
Test - Leopard Pass Ivy,"27 WOODMONT WY SW, Calgary",CA,Canada,Health,Residential,Manufacturing
Test - Jade Dusk Moss,"32 ERIN CROFT GR SE, Calgary",CA,Canada,Building Materials,Industrial,Manufacturing
Test - Jasmine Echo Pass,"317 KINCORA GLEN RI NW, Calgary",CA,Canada,Electronics,Agricultural,Logistics
Test - Lagoon Laurel Daisy,"3425 HIGHFIELD RD SE, Calgary",CA,Canada,Rail Transportation,Residential,Logistics
Test - Cave Eagle Gray,"407 AUBURN BAY CI SE, Calgary",CA,Canada,Parts Dealers,Residential,Logistics
Test - Mahogany Sassafras Delta,"42 HIDDEN CREEK RD NW, Calgary",CA,Canada,Civics,Residential,Recycling
Test - Shadow Sequoia Meadow,"97 VERSANT PT SW, Calgary",CA,Canada,Commodities,Industrial,Warehousing
Test - Horizon Moon Tiger,"144 CASTLEDALE WY NE, Calgary",CA,Canada,Apparel Accessories,Residential,Warehousing
Test - Summit Rainforest Hawk,"2032 28 AV SW, Calgary",CA,Canada,Aquaculture,Residential,Warehousing
Test - Cougar Wave Canyon,"2519 38 ST NE, Calgary",CA,Canada,Building Construction,Residential,Manufacturing
Test - Glare Hill Snow,"2428 36 ST SW, Calgary",CA,Canada,Merchant Wholesalers,Agricultural,Logistics
Test - Tundra Ginkgo Acacia,"134 WOODFIELD CL SW, Calgary",CA,Canada,Fishing,Industrial,Warehousing
Test - Amaranth Violet Gale,"130 RUNDLESON PL NE, Calgary",CA,Canada,Gas,Agricultural,Recycling
Test - Lilac Frost Creek,"13 CRANWELL CR SE, Calgary",CA,Canada,Chemicals,Commercial,Logistics
Test - Olive Kiwi Olive,"516 20 AV NE, Calgary",CA,Canada,Renting,Agricultural,Manufacturing
Test - Birch Meadow Forest,"916 WOODBINE BV SW, Calgary",CA,Canada,Civics,Agricultural,Manufacturing
Test - Pass Baobab Saffron,"225 BELMONT WY SW, Calgary",CA,Canada,Home Furnishings,Residential,Logistics
Test - Khaki Zebra Zinnia,"1144 BRIGHTONCREST GR SE, Calgary",CA,Canada,Utilities,Residential,Logistics
Test - Plateau Ridge Dandelion,"113 WOODPARK CO SW, Calgary",CA,Canada,Energy,Industrial,Logistics
Test - Lilac Alabaster Ebony,"5224 VANDALE PL NW, Calgary",CA,Canada,Crop Production,Residential,Manufacturing
Test - Antelope Sage Oasis,"70 SOMERSIDE CR SW, Calgary",CA,Canada,Hard Goods,Commercial,Manufacturing
Test - Dogwood Moose Alder,"31 KINCORA HE NW, Calgary",CA,Canada,Chemicals,Residential,Recycling
Test - Chestnut Walnut Peony,"1012 RIDDELL PL SE, Calgary",CA,Canada,Healthcare,Commercial,Recycling
Test - Buff Hickory Forest,"5751R RICHMOND RD SW, Calgary",CA,Canada,Wholesale Trade,Industrial,Manufacturing
Test - Viper Mist Mahogany,"183 FALSHIRE DR NE, Calgary",CA,Canada,Mining,Industrial,Manufacturing
Test - Tundra Lavender Delta,"118 COUGARSTONE CI SW, Calgary",CA,Canada,Nondurable Goods,Commercial,Manufacturing
Test - Ice River Dawn,"206 VALLEY SPRINGS TC NW, Calgary",CA,Canada,Pipeline Transportation,Commercial,Logistics
Test - Saffron Coral Light,"173 MACEWAN RIDGE VI NW, Calgary",CA,Canada,Research,Industrial,Manufacturing
Test - Falcon Lilac Ocean,"505E MAHOGANY BV SE, Calgary",CA,Canada,Forestry,Industrial,Logistics
Test - Ivory Seal Zephyr,"62 NOLAN HILL GA NW, Calgary",CA,Canada,Food,Residential,Recycling
Test - Kale Quartz Inlet,"133 SCANDIA HL NW, Calgary",CA,Canada,Health,Residential,Manufacturing
Test - Viper Fog Aspen,"136 CASTLEBROOK RI NE, Calgary",CA,Canada,Animal Production,Agricultural,Manufacturing
Test - Desert Tamarind Fern,"11 SCANDIA PT NW, Calgary",CA,Canada,Waste Management,Agricultural,Logistics
Test - Rosewood Grove Lightning,"137 BELMONT BV SW, Calgary",CA,Canada,Pharmaceuticals,Industrial,Warehousing
Test - Zebra Orchid Periwinkle,"157 HIDDEN CREEK RD NW, Calgary",CA,Canada,Warehousing,Agricultural,Recycling
Test - Hickory Ivory Ravine,"11 FALWORTH WY NE, Calgary",CA,Canada,Gas,Residential,Warehousing
Test - Sapphire Tide Swamp,"118 TUSCANY RESERVE RI NW, Calgary",CA,Canada,Ground Passenger Transportation,Commercial,Warehousing
Test - Falcon Copper Acacia,"211 CRANBERRY CI SE, Calgary",CA,Canada,Metal Manufacturing,Residential,Recycling
Test - Dawn Verdant Magenta,"1411 19 ST NW, Calgary",CA,Canada,Pipeline Transportation,Commercial,Recycling
Test - Amber Silver Peak,"189 FALSHIRE DR NE, Calgary",CA,Canada,Medical Equipment & Services,Commercial,Manufacturing
Test - Tundra Deer Foxglove,"65 RIVERVALLEY DR SE, Calgary",CA,Canada,Beauty Products,Agricultural,Manufacturing
Test - Peak Buff Pond,"3711 DOVERTHORN WY SE, Calgary",CA,Canada,Food Industry,Agricultural,Recycling
Test - Daisy Pearl Chestnut,"243 HIDDEN VALLEY PL NW, Calgary",CA,Canada,Arts & Entertainment,Commercial,Recycling
Test - Eagle Fern Sun,"5423 TAYLOR CR NE, Calgary",CA,Canada,Health,Agricultural,Warehousing
Test - Tundra Flame Beech,"56 DOUGLASBANK RI SE, Calgary",CA,Canada,Musical Instruments,Industrial,Logistics
Test - Tamarind Cloud Hematite,"219 11 ST NW, Calgary",CA,Canada,Logging,Commercial,Logistics
Test - Jasper Zircon Deer,"22 MT KIDD GD SE, Calgary",CA,Canada,Water Utilities,Agricultural,Recycling
Test - Plum Raspberry Diamond,"238 ROYAL BIRCH WY NW, Calgary",CA,Canada,Merchant Wholesalers,Residential,Warehousing
Test - Topaz Falcon Falcon,"294 DALHURST WY NW, Calgary",CA,Canada,Material Production,Agricultural,Recycling
Test - Pine Silver Canyon,"246 20 AV NE, Calgary",CA,Canada,Tobacco Products,Industrial,Logistics
Test - Mulberry Delta Malachite,"2812 MONTALBAN CR NW, Calgary",CA,Canada,Maritime Transportation,Agricultural,Warehousing
Test - Hill Wolf Hawthorn,"296 EDGEBROOK PA NW, Calgary",CA,Canada,Warehousing,Agricultural,Logistics
Test - Carnation Charcoal Fir,"2008 52 AV SW, Calgary",CA,Canada,Aquaculture,Industrial,Logistics
Test - Gorilla Rain Shadow,"5428 BUCKTHORN RD NW, Calgary",CA,Canada,Civics,Commercial,Manufacturing
Test - Dusk Wisteria Dune,"63 ROYAL BIRCH MT NW, Calgary",CA,Canada,Personal Care Products,Agricultural,Recycling
Test - Cougar Myrtle Laurel,"220 TARACOVE PL NE, Calgary",CA,Canada,Fishing,Industrial,Warehousing
Test - Topaz Juniper Stream,"21 CRANARCH CM SE, Calgary",CA,Canada,Home Furnishings,Agricultural,Logistics
Test - Mistletoe Honey Moose,"158 ROCKY RIDGE CL NW, Calgary",CA,Canada,Computers,Commercial,Recycling
Test - Teak Verdant Lapis,"54 SOMERSET MR SW, Calgary",CA,Canada,Waste Management,Industrial,Logistics
Test - Pebble Willow Meadow,"98 ERIN RD SE, Calgary",CA,Canada,General Merchandise,Commercial,Logistics
Test - Magenta Charcoal Tamarind,"46 SILVERADO SKIES CR SW, Calgary",CA,Canada,Tobacco Products,Residential,Manufacturing
Test - Fog Oasis Moose,"139 MIDVALLEY PL SE, Calgary",CA,Canada,Consumer Products,Commercial,Warehousing
Test - Chill Khaki Hickory,"59 SKYVIEW SPRINGS MR NE, Calgary",CA,Canada,Paper Products,Industrial,Recycling
Test - Flame Wind Gray,"22 ERIN MEADOW CR SE, Calgary",CA,Canada,Food Industry,Agricultural,Warehousing
Test - Forest Saffron Silver,"607 OLYMPIA CR SE, Calgary",CA,Canada,Home Accessories,Industrial,Recycling
Test - Gorilla Ursa Tornado,"380 AUBURN CREST WY SE, Calgary",CA,Canada,Information,Industrial,Recycling
Test - Fuchsia Dandelion Diamond,"4535 VEGAS RD NW, Calgary",CA,Canada,Home Furnishings,Industrial,Logistics
Test - Lemon Fir Shore,"1616 7 ST NW, Calgary",CA,Canada,Finance,Industrial,Recycling
Test - Star Wolf Palm,"163 TUSCANY MEADOWS CO NW, Calgary",CA,Canada,Oil & Gas,Agricultural,Warehousing
Test - Moon Azalea Ivory,"17 ASPENSHIRE CR SW, Calgary",CA,Canada,Electrical Devices,Industrial,Warehousing
Test - Hill Woods Zinnia,"1019 BRIGHTONCREST GR SE, Calgary",CA,Canada,Renting,Residential,Warehousing
